id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
27283373,59898149,2016/2/22,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81213,-71.21212,Shared room,Shared room,1,1 shared bath,1,$36.00,1,4,48,14,4.21,t,0.4
27327310,79365973,2016/6/22,within an hour,100%,100%,t,t,t,Saint-Jean-Baptiste,46.81147,-71.21661,Entire apartment,Entire home/apt,2,1 bath,1,$150.00,2,1125,267,95,4.83,t,2.82
27328558,79365973,2016/6/22,within an hour,100%,100%,t,t,t,Saint-Jean-Baptiste,46.81147,-71.21661,Entire apartment,Entire home/apt,2,1 bath,1,$150.00,2,1125,264,85,4.93,t,2.52
27329423,79365973,2016/6/22,within an hour,100%,100%,t,t,t,Saint-Jean-Baptiste,46.81147,-71.21661,Entire apartment,Entire home/apt,2,1 bath,1,$130.00,2,1125,251,98,4.94,t,2.79
27339945,146958208,2017/8/20,N/A,N/A,N/A,f,t,t,Quartier 4-5,46.84937,-71.274,Entire guesthouse,Entire home/apt,8,2 baths,5,$610.00,1,1125,0,8,4.88,t,0.23
27357625,206157337,2018/7/30,within an hour,100%,85%,t,t,t,Vieux-Limoilou,46.82433,-71.22541,Entire loft,Entire home/apt,4,1 bath,2,$55.00,31,1125,154,4,4.25,f,0.18
27369700,170995746,2018/1/31,N/A,N/A,N/A,t,t,t,Saint-Sauveur,46.8085,-71.23848,Private room in apartment,Private room,2,1 shared bath,1,$43.00,1,1125,0,144,4.92,f,4.06
27418955,206620056,2018/8/1,within a few hours,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81466,-71.21667,Entire condominium,Entire home/apt,2,1 bath,0,$26.00,30,1125,365,3,5,f,0.11
27508487,189127773,2018/5/12,within an hour,100%,100%,f,t,t,Quartier 4-3,46.87587,-71.25387,Entire apartment,Entire home/apt,2,1 bath,1,$51.00,1,1125,224,115,4.74,t,3.29
27524776,156016818,2017/10/24,within a few hours,100%,95%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81561,-71.20665,Entire loft,Entire home/apt,3,1 bath,3,$146.00,2,1125,15,144,4.93,f,4.17
27525788,143181408,2017/7/29,within an hour,100%,67%,f,t,t,Val-Bélair,46.85076,-71.42098,Private room in house,Private room,2,2 shared baths,1,$80.00,1,7,72,27,4.81,t,0.78
27579378,13127715,2014/3/14,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.80722,-71.2268,Entire apartment,Entire home/apt,4,1 bath,1,$110.00,1,1125,0,14,4.86,f,0.4
27583361,115418007,2017/2/7,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81398,-71.21237,Entire apartment,Entire home/apt,4,1 bath,1,$60.00,30,1125,94,3,5,t,0.12
27600952,76962255,2016/6/10,N/A,N/A,N/A,f,t,f,Saint-Roch,46.81512,-71.22932,Private room in apartment,Private room,4,1 shared bath,2,$40.00,1,1125,0,11,4.64,t,0.63
27675598,58932059,2016/2/15,within an hour,98%,100%,f,t,t,Saint-Roch,46.81408,-71.22428,Entire loft,Entire home/apt,4,1 bath,2,$142.00,1,1125,177,74,4.7,t,2.19
27777457,209619812,2018/8/14,N/A,N/A,N/A,f,t,f,Sillery,46.76806,-71.2595,Private room in loft,Private room,2,1 shared bath,1,$65.00,2,30,365,4,3.75,t,0.11
27799880,209917076,2018/8/16,N/A,N/A,N/A,t,t,f,Saint-Sauveur,46.81202,-71.23495,Private room in apartment,Private room,2,1 shared bath,1,$49.00,2,7,0,32,4.97,f,0.91
27811105,64967820,2016/3/29,N/A,N/A,N/A,f,t,t,Des Châtels,46.83855,-71.36122,Entire apartment,Entire home/apt,2,1 bath,1,$88.00,2,14,308,3,5,t,0.09
27891820,86545933,2016/7/28,within an hour,100%,98%,f,t,t,Vieux-Moulin,46.84607,-71.21118,Entire apartment,Entire home/apt,6,2 baths,3,$101.00,1,65,337,139,4.66,t,3.98
27919534,96692488,2016/9/25,within a few hours,85%,30%,t,t,t,Neufchâtel-Est/Lebourgneuf,46.84195,-71.31056,Entire apartment,Entire home/apt,4,1 bath,2,$93.00,30,1125,124,2,5,f,0.11
27956490,211162193,2018/8/22,N/A,N/A,N/A,f,t,t,Chutes-Montmorency,46.86595,-71.17022,Entire apartment,Entire home/apt,4,1 bath,2,$150.00,2,7,0,8,4.88,t,0.26
28007945,200936006,2018/7/8,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.80743,-71.23496,Entire apartment,Entire home/apt,4,1 bath,2,$72.00,31,1125,0,64,4.92,t,1.85
28013196,180364774,2018/3/24,N/A,N/A,N/A,f,t,f,Saint-Jean-Baptiste,46.81196,-71.21739,Entire apartment,Entire home/apt,4,1 bath,2,$105.00,7,60,0,0,,f,
28032005,211738052,2018/8/25,within an hour,100%,100%,f,t,f,Maizerets,46.8466,-71.23624,Entire apartment,Entire home/apt,6,1 bath,4,$230.00,2,30,170,8,5,t,0.23
28122717,203007941,2018/7/17,within a few hours,100%,92%,t,t,t,Montcalm,46.80043,-71.23763,Entire apartment,Entire home/apt,6,1 bath,3,$57.00,31,1125,0,19,4.78,f,0.59
28126542,16540519,2014/6/8,within an hour,100%,100%,t,t,t,Saint-Roch,46.8143,-71.23093,Private room in nature lodge,Private room,3,1 private bath,2,$160.00,2,29,45,17,5,t,0.52
28134642,205325113,2018/7/26,within an hour,100%,100%,t,t,t,Saint-Roch,46.81488,-71.22838,Entire loft,Entire home/apt,2,1 bath,1,$85.00,2,1125,149,63,4.87,t,1.82
28182200,197954157,2018/6/25,within an hour,100%,100%,f,t,t,Maizerets,46.83857,-71.22153,Entire loft,Entire home/apt,2,1 bath,1,$80.00,1,1125,333,181,4.62,t,5.3
28200181,195679363,2018/6/14,N/A,N/A,N/A,t,t,f,Saint-Sauveur,46.81484,-71.2383,Entire apartment,Entire home/apt,4,1 bath,2,$110.00,1,1125,0,83,4.92,f,2.43
28242861,213319404,2018/9/3,within a day,75%,0%,f,t,f,Saint-Sauveur,46.80739,-71.24718,Entire townhouse,Entire home/apt,6,2 baths,3,$175.00,2,7,356,6,5,f,0.18
28249120,166681018,2018/1/8,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.80977,-71.24221,Entire apartment,Entire home/apt,2,1 bath,1,$100.00,1,1125,0,97,4.78,t,3.04
28288395,206247976,2018/7/30,within an hour,100%,97%,f,t,t,Vieux-Limoilou,46.82191,-71.22357,Entire apartment,Entire home/apt,6,1 bath,3,$142.00,1,7,112,131,4.73,t,3.85
28345883,148052051,2017/8/28,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81621,-71.218,Private room in apartment,Private room,2,1 shared bath,1,"$1,000.00",1,1125,365,2,5,f,0.78
28365715,202595041,2018/7/15,N/A,N/A,N/A,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81264,-71.21193,Entire apartment,Entire home/apt,2,1 bath,1,$207.00,7,60,365,0,,f,
28379219,55781565,2016/1/23,N/A,N/A,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81719,-71.20602,Entire apartment,Entire home/apt,4,1 bath,2,$75.00,2,14,0,75,4.99,t,2.24
28408324,214475614,2018/9/9,N/A,N/A,100%,f,t,t,Quartier 5-4,46.87137,-71.17701,Private room in house,Private room,2,1 shared bath,1,$60.00,2,1125,0,44,4.93,f,1.31
28409018,214440503,2018/9/9,within an hour,100%,96%,f,t,t,Quartier 5-4,46.86354,-71.17622,Entire loft,Entire home/apt,3,1 bath,2,$125.00,2,1125,340,52,4.85,t,1.53
28412267,84605013,2016/7/19,N/A,N/A,N/A,t,t,t,Montcalm,46.79889,-71.24093,Entire apartment,Entire home/apt,2,1 bath,1,$119.00,1,3,0,6,4.83,f,0.23
28433295,1321072,2011/10/21,N/A,N/A,N/A,f,t,t,Plateau,46.77951,-71.32165,Private room in house,Private room,4,1 shared bath,2,$86.00,100,100,0,0,,f,
28464919,205203171,2018/7/26,within an hour,100%,100%,t,t,f,Saint-Sauveur,46.80903,-71.25172,Entire condominium,Entire home/apt,2,1 bath,1,$100.00,2,1125,335,90,4.99,t,2.65
28498369,105777160,2016/12/1,N/A,N/A,N/A,f,t,t,Cité Universitaire,46.78437,-71.26639,Private room in apartment,Private room,2,1 shared bath,0,$139.00,1,8,0,16,4.56,t,0.48
28516151,173721814,2018/2/16,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.80918,-71.22545,Entire guesthouse,Entire home/apt,2,1 bath,2,$55.00,30,100,0,1,5,f,0.04
28519787,9741702,2013/10/31,within an hour,92%,100%,f,t,t,Duberger-Les Saules,46.81148,-71.31924,Private room in bungalow,Private room,5,1 shared bath,2,$40.00,1,1125,0,72,4.49,t,2.11
28535209,172820821,2018/2/11,N/A,N/A,100%,f,t,f,Val-Bélair,46.84396,-71.40002,Private room in townhouse,Private room,2,1 shared bath,1,$132.00,2,1125,0,0,,f,
28542893,31286756,2015/4/15,N/A,N/A,N/A,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81299,-71.21142,Entire apartment,Entire home/apt,2,1 bath,1,$55.00,2,1125,0,30,4.9,f,1.43
28564569,214440503,2018/9/9,within an hour,100%,96%,f,t,t,Quartier 5-4,46.8629,-71.17742,Entire loft,Entire home/apt,3,1 bath,2,$125.00,2,1125,340,30,4.79,t,0.89
28627870,24747916,2014/12/11,within a few hours,83%,64%,f,t,t,Quartier 5-4,46.85759,-71.1768,Private room in bed and breakfast,Private room,2,10 baths,2,$149.00,1,30,365,4,3.75,f,0.15
28636090,180284453,2018/3/24,within an hour,100%,100%,t,t,t,Quartier 4-3,46.87215,-71.23694,Private room in townhouse,Private room,2,1 shared bath,1,$35.00,2,15,0,47,4.87,t,1.42
28696890,86509992,2016/7/28,within an hour,100%,91%,t,t,t,Saint-Sauveur,46.81152,-71.2318,Entire apartment,Entire home/apt,4,1 bath,2,$116.00,1,1125,107,99,4.97,f,3.07
28718153,52241900,2015/12/25,within an hour,100%,100%,t,t,t,Saint-Sauveur,46.81204,-71.23128,Entire apartment,Entire home/apt,4,1 bath,3,$125.00,1,1125,225,158,4.91,t,4.78
28758296,70222164,2016/5/3,N/A,N/A,N/A,t,t,t,Montcalm,46.80414,-71.22517,Entire apartment,Entire home/apt,4,1 bath,2,$120.00,30,365,278,57,4.77,t,1.96
28783500,28100447,2015/2/21,within an hour,100%,99%,f,t,t,Saint-Roch,46.81383,-71.22535,Entire loft,Entire home/apt,2,1 bath,1,$110.00,2,1125,140,104,4.73,f,3.21
28836062,217218887,2018/9/25,within an hour,100%,33%,f,t,t,Vieux-Limoilou,46.82285,-71.22345,Entire apartment,Entire home/apt,4,1 bath,2,$120.00,30,320,273,5,4.6,f,0.16
28840775,133456562,2017/6/4,within an hour,100%,100%,t,t,f,Vieux-Limoilou,46.82394,-71.24126,Entire apartment,Entire home/apt,2,1 bath,1,$100.00,2,3,0,10,4.9,f,0.36
28914878,61411254,2016/3/3,within an hour,100%,100%,t,t,t,Saint-Roch,46.81246,-71.23037,Entire condominium,Entire home/apt,4,1 bath,2,$169.00,1,1125,157,65,4.98,f,2.23
28927964,55588409,2016/1/21,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81112,-71.20699,Entire apartment,Entire home/apt,6,1.5 baths,3,$263.00,31,1125,258,103,4.9,f,3.12
28936757,218118476,2018/9/30,within an hour,100%,100%,t,t,f,Saint-Jean-Baptiste,46.80865,-71.22588,Entire loft,Entire home/apt,2,1 bath,1,$95.00,2,1125,127,112,4.91,t,3.35
28953133,174830990,2018/2/22,N/A,N/A,N/A,f,t,t,Quartier 4-6,46.84616,-71.24734,Entire apartment,Entire home/apt,6,1 bath,3,$90.00,31,1125,179,29,4.86,f,1.01
28955309,9741702,2013/10/31,within an hour,92%,100%,f,t,t,Duberger-Les Saules,46.81126,-71.31784,Entire house,Entire home/apt,8,2 baths,5,$210.00,4,1125,0,6,4.67,t,0.18
28958557,9741702,2013/10/31,within an hour,92%,100%,f,t,t,Duberger-Les Saules,46.81314,-71.31921,Entire house,Entire home/apt,4,2 baths,2,$98.00,4,1125,0,11,4.82,t,0.33
28961168,218213442,2018/10/1,a few days or more,0%,0%,f,t,f,Saint-Jean-Baptiste,46.81073,-71.22318,Room in aparthotel,Private room,2,1 private bath,1,$125.00,1,1125,0,2,0,f,0.06
28966543,105777160,2016/12/1,N/A,N/A,N/A,f,t,t,Cité Universitaire,46.7855,-71.26619,Entire apartment,Entire home/apt,8,1 bath,2,$89.00,3,1125,0,4,4.25,t,0.13
28980801,96692488,2016/9/25,within a few hours,85%,30%,t,t,t,Neufchâtel-Est/Lebourgneuf,46.83736,-71.32053,Entire apartment,Entire home/apt,2,1 bath,1,$70.00,30,1125,365,0,,f,
29005931,218603851,2018/10/3,N/A,N/A,N/A,t,t,t,Notre-Dame-des-Laurentides,46.90601,-71.34647,Entire house,Entire home/apt,6,1.5 baths,3,$224.00,2,14,186,15,4.86,f,0.49
29007384,30556477,2015/4/3,N/A,N/A,N/A,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81711,-71.20708,Entire loft,Entire home/apt,2,1 bath,1,$70.00,32,1125,365,0,,t,
29010049,218650816,2018/10/3,N/A,N/A,0%,t,t,t,Saint-Sauveur,46.80694,-71.23909,Entire apartment,Entire home/apt,6,1.5 baths,3,$145.00,2,1125,1,71,4.89,f,2.27
29027320,105777160,2016/12/1,N/A,N/A,N/A,f,t,t,Cité Universitaire,46.78705,-71.26619,Entire apartment,Entire home/apt,6,1 bath,2,$250.00,3,1125,0,0,,t,
29093715,219257140,2018/10/7,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.81219,-71.23931,Entire apartment,Entire home/apt,4,1 bath,2,$115.00,90,1125,365,3,4,f,0.1
29102277,219333103,2018/10/7,within a few hours,100%,100%,f,t,t,Saint-Sacrement,46.79067,-71.25387,Entire guesthouse,Entire home/apt,4,1 bath,3,$50.00,30,1125,309,2,5,f,0.1
29125855,219488429,2018/10/8,within an hour,100%,100%,t,t,t,Chutes-Montmorency,46.87966,-71.15915,Entire apartment,Entire home/apt,4,1 bath,2,$129.00,2,30,24,48,4.9,t,1.47
29160349,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.81265,-71.23162,Entire apartment,Entire home/apt,6,1.5 baths,3,$241.00,1,1125,107,111,4.94,t,3.44
29181722,50286591,2015/12/1,within an hour,95%,87%,t,t,t,Quartier 4-2,46.87543,-71.28588,Entire house,Entire home/apt,10,2 baths,4,$480.00,2,1125,0,13,5,f,1.12
29205908,197954157,2018/6/25,within an hour,100%,100%,f,t,t,Maizerets,46.8365,-71.22331,Entire loft,Entire home/apt,4,1 bath,2,$79.00,1,1125,0,148,4.64,t,4.51
29213450,58102825,2016/2/9,N/A,N/A,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81626,-71.21599,Entire condominium,Entire home/apt,4,1 bath,1,$200.00,2,1125,0,2,5,t,0.11
29233649,34543873,2015/5/29,within an hour,100%,94%,t,t,t,Neufchâtel-Est/Lebourgneuf,46.85458,-71.28709,Entire condominium,Entire home/apt,2,1 bath,1,$75.00,2,735,101,17,4.76,f,0.55
29233766,150711988,2017/9/15,N/A,N/A,N/A,f,t,f,Saint-Roch,46.81425,-71.2232,Entire loft,Entire home/apt,2,1 bath,1,$50.00,2,30,62,92,4.72,f,2.97
29241335,105777160,2016/12/1,N/A,N/A,N/A,f,t,t,Cité Universitaire,46.78487,-71.26716,Private room in apartment,Private room,2,1 shared bath,0,$141.00,5,8,0,7,4.86,t,0.22
29241431,105777160,2016/12/1,N/A,N/A,N/A,f,t,t,Cité Universitaire,46.78608,-71.26708,Entire apartment,Entire home/apt,8,1 bath,2,$249.00,6,6,0,2,4.5,t,0.08
29258937,105777160,2016/12/1,N/A,N/A,N/A,f,t,t,Cité Universitaire,46.78589,-71.2672,Entire apartment,Entire home/apt,8,1 bath,2,$300.00,3,1125,0,10,4.1,t,0.31
29276070,13339025,2014/3/20,N/A,N/A,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81324,-71.21167,Entire apartment,Entire home/apt,2,1 bath,1,$100.00,2,1125,0,17,4.81,t,0.6
29281462,214483260,2018/9/9,within a few hours,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81574,-71.20743,Entire apartment,Entire home/apt,6,1 bath,3,$176.00,2,1125,177,115,4.36,f,3.48
29283558,98803178,2016/10/8,within an hour,100%,99%,f,t,t,Neufchâtel-Est/Lebourgneuf,46.84836,-71.33332,Entire apartment,Entire home/apt,2,1 bath,1,$47.00,1,1125,66,160,4.63,t,4.91
29315087,107955208,2016/12/20,N/A,N/A,N/A,f,t,t,Saint-Louis,46.76209,-71.31345,Private room in apartment,Private room,1,1 shared bath,1,$21.00,1,1125,0,1,0,f,0.03
29333703,220980660,2018/10/16,N/A,N/A,0%,f,t,f,Saint-Roch,46.81109,-71.22463,Entire apartment,Entire home/apt,4,1 bath,2,$115.00,2,4,0,0,,f,
29363626,206157337,2018/7/30,within an hour,100%,85%,t,t,t,Montcalm,46.79913,-71.23756,Entire apartment,Entire home/apt,6,1 bath,3,$89.00,31,1125,5,0,,f,
29365765,176268109,2018/3/2,N/A,N/A,N/A,f,t,t,Quartier 4-5,46.85695,-71.26506,Entire apartment,Entire home/apt,6,1 bath,3,$85.00,1,30,0,120,4.24,f,3.72
29674506,206157337,2018/7/30,within an hour,100%,85%,t,t,t,Vieux-Limoilou,46.82621,-71.22364,Entire loft,Entire home/apt,3,1 bath,1,$55.00,31,1125,305,2,5,f,0.07
29761021,3065599,2012/7/26,within a day,100%,50%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80185,-71.22218,Private room in apartment,Private room,2,1 shared bath,1,$72.00,1,5,89,3,5,f,0.1
29791764,3927227,2012/10/20,within a few hours,94%,67%,t,t,f,Saint-Sacrement,46.79163,-71.24898,Private room in condominium,Private room,1,1 shared bath,1,$17.00,30,365,306,3,5,f,0.11
29796280,224021912,2018/11/3,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81302,-71.21234,Entire apartment,Entire home/apt,2,1 bath,1,$113.00,2,360,0,108,4.74,f,3.37
29872568,44581067,2015/9/19,N/A,N/A,N/A,f,t,t,Quartier 5-4,46.8576,-71.17375,Entire apartment,Entire home/apt,4,1 bath,1,$70.00,90,1125,365,0,,t,
29878195,217218887,2018/9/25,within an hour,100%,33%,f,t,t,Vieux-Limoilou,46.82132,-71.22146,Entire apartment,Entire home/apt,3,1 bath,1,$69.00,30,340,32,4,4.75,f,0.24
29898417,224816658,2018/11/8,N/A,N/A,N/A,t,t,t,Cap-Rouge,46.76073,-71.35047,Private room in bungalow,Private room,2,1 shared bath,1,$55.00,1,2,0,9,5,f,0.38
29940006,78192076,2016/6/16,N/A,N/A,50%,f,t,t,Val-Bélair,46.84037,-71.40963,Entire house,Entire home/apt,7,1.5 baths,3,$250.00,3,1125,0,10,5,t,0.33
29961892,24747916,2014/12/11,within a few hours,83%,64%,f,t,t,Quartier 5-4,46.85752,-71.17702,Room in hotel,Private room,16,6.5 baths,8,"$1,600.00",1,1125,365,1,5,t,0.09
29977716,15391280,2014/5/11,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.80528,-71.22161,Private room in nature lodge,Private room,2,1 private bath,1,$90.00,1,7,351,4,5,t,0.15
30057613,178839591,2018/3/16,within a few hours,88%,95%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81386,-71.20706,Entire loft,Entire home/apt,4,1 bath,2,$160.00,2,1125,154,109,4.6,f,3.52
30093301,226118715,2018/11/16,within an hour,100%,90%,t,t,t,Quartier 4-3,46.8796,-71.2502,Entire bungalow,Entire home/apt,5,1 bath,5,$175.00,1,180,298,30,4.9,f,1.03
30103967,120731111,2017/3/14,within an hour,100%,100%,t,t,t,Saint-Roch,46.81434,-71.22657,Entire condominium,Entire home/apt,2,1 bath,1,$101.00,2,1125,148,68,4.84,t,2.36
30107714,226226452,2018/11/17,N/A,N/A,100%,f,t,f,Quartier 5-2,46.87693,-71.19833,Entire apartment,Entire home/apt,6,1 bath,2,$109.00,1,1125,247,104,4.31,t,3.26
30109272,225933592,2018/11/15,within an hour,100%,100%,f,t,t,Saint-Roch,46.81592,-71.21939,Entire apartment,Entire home/apt,6,1.5 baths,2,$225.00,7,1125,58,91,4.74,t,2.84
30174211,41055265,2015/8/10,within an hour,100%,100%,t,t,t,Vieux-Limoilou,46.82067,-71.22409,Entire apartment,Entire home/apt,8,1 bath,3,$210.00,2,1125,353,20,4.9,t,0.68
30174894,30066268,2015/3/26,within a few hours,100%,75%,t,t,t,Lairet,46.83046,-71.23705,Entire apartment,Entire home/apt,4,1 bath,2,$105.00,3,1125,39,27,4.92,f,0.88
30181124,226722034,2018/11/20,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.81068,-71.24062,Entire apartment,Entire home/apt,8,2 baths,8,$345.00,31,1125,90,32,4.03,f,1.07
30202613,226857260,2018/11/21,N/A,N/A,N/A,f,t,f,Maizerets,46.83497,-71.22524,Entire apartment,Entire home/apt,6,1 bath,2,$400.00,1,1125,89,35,4.26,t,1.14
30234886,227063590,2018/11/22,within a few hours,100%,100%,f,t,f,Quartier 4-6,46.84341,-71.25188,Entire house,Entire home/apt,2,1 bath,1,$80.00,2,1125,365,0,,t,
30236499,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Vieux-Limoilou,46.8236,-71.22909,Entire apartment,Entire home/apt,4,1 bath,1,$128.00,1,1125,327,150,4.82,t,4.71
30244480,49947368,2015/11/26,within an hour,100%,98%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8113,-71.21162,Entire apartment,Entire home/apt,6,1 bath,1,$140.00,29,1125,86,3,5,f,0.12
30288250,227482128,2018/11/25,within a day,100%,100%,f,t,f,Vieux-Limoilou,46.82731,-71.2292,Entire apartment,Entire home/apt,2,1 bath,1,$120.00,1,1125,365,46,4.49,f,1.66
30315568,7071908,2013/6/23,N/A,N/A,100%,t,t,t,Saint-Sauveur,46.8071,-71.2338,Entire apartment,Entire home/apt,3,1 bath,1,$52.00,2,45,1,85,4.87,f,2.7
30319432,172718385,2018/2/10,within an hour,100%,67%,f,t,f,Maizerets,46.84256,-71.22382,Entire apartment,Entire home/apt,3,1 bath,1,$83.00,3,1125,340,22,4.41,f,0.71
30392824,53288171,2016/1/4,within an hour,100%,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81227,-71.21178,Entire condominium,Entire home/apt,4,1.5 baths,2,$175.00,31,180,58,0,,f,
30420340,185368800,2018/4/20,within a day,95%,78%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81135,-71.20828,Entire guest suite,Entire home/apt,6,1 bath,3,$399.00,2,71,363,18,4.59,f,0.62
30425473,192093247,2018/5/28,N/A,N/A,100%,f,t,t,Quartier 5-4,46.86033,-71.17346,Entire apartment,Entire home/apt,2,1 bath,1,$45.00,5,1125,0,3,5,t,0.83
30443335,228572007,2018/12/1,N/A,N/A,N/A,f,t,f,Neufchâtel-Est/Lebourgneuf,46.84386,-71.2974,Entire apartment,Entire home/apt,6,2 baths,4,$300.00,7,1125,365,0,,t,
30467244,25710542,2015/1/6,N/A,N/A,N/A,t,t,t,Notre-Dame-des-Laurentides,46.92587,-71.3172,Entire house,Entire home/apt,6,1.5 baths,3,$190.00,3,90,321,18,5,f,0.85
30534607,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.81245,-71.23211,Entire apartment,Entire home/apt,4,1 bath,2,$115.00,1,1120,170,144,4.83,t,4.75
30555109,229252041,2018/12/5,within an hour,100%,98%,f,t,t,Saint-Jean-Baptiste,46.81218,-71.21973,Entire apartment,Entire home/apt,9,2 baths,3,$186.00,1,1125,214,242,4.71,t,7.91
30570599,162031068,2017/12/9,within a day,80%,84%,f,t,t,Val-Bélair,46.84032,-71.40609,Entire house,Entire home/apt,6,1 bath,2,$121.00,2,10,165,33,4.3,f,1.31
30705798,2043192,2012/3/31,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.80938,-71.21941,Private room in apartment,Private room,2,1 shared bath,1,$50.00,2,1125,0,3,5,f,0.12
30708191,140320961,2017/7/13,N/A,N/A,N/A,f,t,t,Loretteville,46.84612,-71.35028,Entire house,Entire home/apt,6,2 baths,4,$175.00,3,1125,0,3,5,f,0.1
30709134,44153306,2015/9/14,N/A,N/A,N/A,t,t,f,Saint-Roch,46.8149,-71.23141,Private room in apartment,Private room,2,1 shared bath,1,$35.00,1,1125,0,18,4.72,f,0.58
30789966,230359416,2018/12/12,within an hour,100%,100%,f,t,f,Maizerets,46.8347,-71.22594,Entire apartment,Entire home/apt,5,1 bath,2,$300.00,2,1125,89,43,4.47,t,1.39
30798091,2043192,2012/3/31,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.80968,-71.2213,Private room in apartment,Private room,1,1 shared bath,1,$35.00,2,1125,0,9,4.67,f,0.34
30806641,113240541,2017/1/25,N/A,N/A,N/A,f,t,f,Saint-Sauveur,46.80843,-71.23268,Private room in apartment,Private room,2,1 shared bath,1,$74.00,2,10,179,1,0,t,0.03
30851050,178061549,2018/3/12,N/A,N/A,N/A,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81491,-71.20364,Room in hotel,Private room,4,1.5 baths,2,"$9,999.00",1,1125,160,0,,t,
30854503,230681953,2018/12/14,within an hour,100%,100%,t,t,t,Saint-Louis,46.75734,-71.28981,Entire house,Entire home/apt,6,1 bath,4,$130.00,2,1125,102,80,4.91,t,2.6
30888148,36426879,2015/6/22,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81619,-71.22691,Entire apartment,Entire home/apt,4,1 bath,2,$80.00,1,14,0,73,4.42,t,2.57
30889593,230847714,2018/12/15,within a few hours,100%,100%,f,t,t,Saint-Roch,46.81596,-71.22585,Entire apartment,Entire home/apt,6,1 bath,2,$195.00,2,1125,358,28,4.57,t,0.91
30952015,217218887,2018/9/25,within an hour,100%,33%,f,t,t,Saint-Jean-Baptiste,46.81286,-71.2185,Entire apartment,Entire home/apt,3,1 bath,1,$85.00,31,1000,336,3,4,f,0.18
30966875,447076,2011/3/17,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81792,-71.22089,Entire house,Entire home/apt,4,1 bath,2,$225.00,1,10,33,6,5,t,0.2
30982352,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81196,-71.21543,Entire apartment,Entire home/apt,4,1 bath,1,$144.00,31,1125,329,5,4.8,f,0.21
