"","id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","price","minimum_nights","maximum_nights","availability_365","number_of_reviews","review_scores_rating","instant_bookable","reviews_per_month","year"
"417","16829977","33902178",2015-05-21,"within a day",83,100,"f","t","t","Saint-Sauveur",46.80751,-71.233,"Private room in apartment","Private room",3,"1 shared bath",1,43,2,30,0,12,4.64,"f",0.23,6
"418","16837649","1125364",2011-09-07,"N/A",NA,NA,"t","t","t","Montcalm",46.80469,-71.23396,"Private room in apartment","Private room",2,"1 shared bath",1,47,1,32,331,350,4.86,"t",6.57,10
"419","16859497","35775015",2015-06-14,"within an hour",99,100,"t","t","t","Saint-Roch",46.81572,-71.22604,"Entire loft","Entire home/apt",2,"1 bath",1,78,1,1125,306,360,4.81,"t",6.66,6
"420","16869689","112420148",2017-01-20,"within an hour",100,97,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81464,-71.20953,"Entire apartment","Entire home/apt",4,"1 bath",2,134,2,1125,157,119,4.86,"f",2.44,4
"421","16943255","58932059",2016-02-15,"within an hour",98,100,"f","t","t","Saint-Roch",46.81499,-71.22475,"Entire loft","Entire home/apt",2,"1 bath",1,134,1,360,175,155,4.53,"t",2.89,5
"422","17023219","41395227",2015-08-13,"a few days or more",0,NA,"f","t","f","Saint-Sacrement",46.79262,-71.25929,"Entire loft","Entire home/apt",2,"1 bath",1,113,30,30,179,64,4.32,"f",1.19,6
"423","17103665","35472861",2015-06-10,"N/A",NA,NA,"f","t","t","Neufchâtel-Est/Lebourgneuf",46.84704,-71.3326,"Entire apartment","Entire home/apt",3,"1 bath",1,210,1,1125,173,1,0,"f",0.02,6
"424","17106808","110695658",2017-01-09,"within an hour",100,90,"t","t","t","Saint-Sacrement",46.80027,-71.24956,"Private room in apartment","Private room",2,"1 shared bath",1,75,1,1125,227,248,4.85,"f",4.93,4
"425","17169327","40601106",2015-08-05,"within an hour",100,94,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81067,-71.20972,"Entire apartment","Entire home/apt",4,"1 bath",2,40,32,1125,339,46,4.44,"t",0.91,6
"426","17190918","4252877",2012-11-26,"within an hour",100,100,"f","t","f","Saint-Roch",46.81328,-71.22454,"Entire loft","Entire home/apt",2,"1 bath",1,89,2,1125,79,124,4.57,"t",2.31,9
"427","17246194","26112438",2015-01-14,"N/A",NA,100,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81492,-71.205,"Entire condominium","Entire home/apt",6,"2 baths",4,100,30,1125,178,8,5,"f",0.34,6
"428","17247018","35511040",2015-06-10,"within an hour",100,100,"f","t","t","Saint-Jean-Baptiste",46.81167,-71.21663,"Entire apartment","Entire home/apt",3,"1 bath",1,110,2,1125,137,243,4.56,"f",4.58,6
"429","17285086","100098266",2016-10-17,"within an hour",100,100,"f","t","t","Saint-Roch",46.81368,-71.22657,"Entire apartment","Entire home/apt",2,"1 bath",2,99,1,1125,157,247,4.53,"t",4.87,5
"430","17340867","95030727",2016-09-13,"within an hour",100,95,"t","t","t","Saint-Jean-Baptiste",46.81074,-71.21745,"Entire apartment","Entire home/apt",6,"1 bath",4,170,3,1125,313,85,4.91,"f",1.72,5
"431","17361253","115940570",2017-02-11,"within a few hours",100,100,"t","t","t","Vieux-Limoilou",46.83058,-71.23374,"Private room in apartment","Private room",1,"1 shared bath",1,60,2,31,0,64,4.76,"f",1.27,4
"432","17377993","73024432",2016-05-20,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81166,-71.21103,"Room in boutique hotel","Private room",4,"1 bath",2,165,1,1125,0,2,3.5,"f",0.04,5
"433","17434489","73024432",2016-05-20,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81268,-71.21099,"Room in boutique hotel","Private room",2,"1 bath",1,119,1,1125,0,4,4.5,"f",0.16,5
"434","17434784","73024432",2016-05-20,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81178,-71.21106,"Room in boutique hotel","Private room",2,"1 bath",1,106,1,1125,1,1,5,"f",0.04,5
"435","17441213","11392732",2014-01-17,"within an hour",100,95,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81268,-71.20738,"Entire apartment","Entire home/apt",6,"1 bath",3,299,1,1125,123,188,4.8,"f",3.7,7
"436","17462865","6117841",2013-04-27,"N/A",NA,NA,"f","t","f","Saint-Sauveur",46.81126,-71.23374,"Private room in apartment","Private room",2,"1 shared bath",NA,70,1,1125,84,38,4.84,"f",0.76,8
"437","17495193","73024432",2016-05-20,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81269,-71.21089,"Room in boutique hotel","Private room",4,"1 bath",2,224,1,1125,0,1,5,"f",0.02,5
"438","17527319","73024432",2016-05-20,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81124,-71.20976,"Room in boutique hotel","Private room",4,"1 bath",2,201,1,1125,1,15,4.87,"f",0.29,5
"439","17527456","73024432",2016-05-20,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81154,-71.21141,"Room in boutique hotel","Private room",4,"1 bath",1,207,1,1125,1,1,5,"f",0.03,5
"440","17527655","73024432",2016-05-20,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81141,-71.21004,"Room in boutique hotel","Private room",2,"1 bath",1,201,1,1125,0,0,NA,"f",NA,5
"441","17532163","117529829",2017-02-21,"within an hour",100,100,"t","t","t","Saint-Jean-Baptiste",46.80935,-71.22272,"Entire apartment","Entire home/apt",3,"1 bath",1,120,1,1124,318,222,4.89,"t",4.22,4
"442","17582006","16154708",2014-05-29,"within a few hours",100,100,"f","t","t","Saint-Sauveur",46.80908,-71.23115,"Entire apartment","Entire home/apt",4,"1.5 baths",2,32,30,1125,97,23,4.91,"f",0.63,7
"443","17651544","70222164",2016-05-03,"N/A",NA,NA,"t","t","t","Montcalm",46.80386,-71.22576,"Entire apartment","Entire home/apt",5,"1 bath",2,225,30,365,310,161,4.9,"t",3.22,5
"444","17652448","115519762",2017-02-08,"N/A",NA,100,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81499,-71.20314,"Private room in bed and breakfast","Private room",2,"1 shared bath",1,195,2,1125,365,2,5,"t",0.05,4
"445","17667633","35715512",2015-06-13,"N/A",NA,NA,"f","t","t","Cité Universitaire",46.78078,-71.29309,"Entire bungalow","Entire home/apt",4,"2 baths",3,195,7,32,278,5,4.75,"f",0.1,6
"446","17699670","120568436",2017-03-13,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81693,-71.20617,"Entire apartment","Entire home/apt",4,"1 bath",2,52,32,1125,320,8,5,"f",0.17,4
"447","17713232","120731111",2017-03-14,"within an hour",100,100,"t","t","t","Saint-Roch",46.81275,-71.22736,"Entire loft","Entire home/apt",2,"1 bath",1,118,2,1125,119,270,4.87,"t",5.22,4
"448","17719084","97033720",2016-09-27,"within an hour",100,100,"t","t","t","Saint-Jean-Baptiste",46.80988,-71.21869,"Entire apartment","Entire home/apt",5,"1 bath",2,157,2,1125,59,148,4.95,"t",2.93,5
"449","17749572","121100048",2017-03-16,"N/A",NA,NA,"f","t","t","Quartier 4-5",46.85182,-71.26263,"Private room in villa","Private room",6,"1.5 shared baths",4,30,1,1125,32,53,4.28,"f",1.06,4
"450","17785751","24819170",2014-12-14,"N/A",NA,NA,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81583,-71.20756,"Entire apartment","Entire home/apt",4,"1 bath",1,48,1000,1125,333,2,4.5,"f",0.04,7
"451","17825667","84801585",2016-07-19,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80439,-71.21928,"Private room in guesthouse","Private room",4,"2 baths",2,127,2,1125,19,13,4.92,"t",0.26,5
"452","18023148","9170200",2013-10-01,"N/A",NA,NA,"f","t","t","Cité Universitaire",46.77978,-71.30631,"Private room in house","Private room",2,"1 private bath",2,45,1,1125,364,64,4.5,"t",1.32,8
"453","18060676","100587522",2016-10-20,"within an hour",100,100,"f","t","t","Saint-Roch",46.81621,-71.22458,"Entire house","Entire home/apt",10,"2 baths",5,192,2,30,342,147,4.57,"f",2.95,5
"454","18095025","99944561",2016-10-16,"within an hour",100,100,"f","t","t","Saint-Roch",46.81285,-71.22708,"Entire apartment","Entire home/apt",4,"1 bath",1,94,1,1125,350,273,4.73,"t",5.48,5
"455","18146355","51376261",2015-12-15,"N/A",NA,NA,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81151,-71.2047,"Private room in apartment","Private room",2,"2 baths",1,120,1,1125,0,54,4.88,"t",1.05,6
"456","18238661","126001859",2017-04-15,"N/A",NA,NA,"f","t","f","Saint-Sauveur",46.81363,-71.23911,"Private room in guesthouse","Private room",2,"1 bath",1,30,2,30,0,28,5,"t",0.57,4
"457","18432436","18975329",2014-07-27,"N/A",NA,NA,"f","t","t","Montcalm",46.80372,-71.23533,"Private room in apartment","Private room",1,"2 shared baths",1,32,20,1125,0,1,5,"f",0.02,7
"458","18457754","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81197,-71.21122,"Entire apartment","Entire home/apt",2,"1 bath",1,120,30,1125,92,0,NA,"f",NA,6
"459","18458242","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81197,-71.21122,"Entire apartment","Entire home/apt",2,"1 bath",1,120,30,1125,263,5,4.8,"f",0.18,6
"460","18461327","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81194,-71.21204,"Entire apartment","Entire home/apt",4,"1 bath",1,124,30,1120,47,8,4.75,"f",0.19,6
"461","18462246","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Vieux-Limoilou",46.82591,-71.22319,"Entire apartment","Entire home/apt",2,"1 bath",1,150,30,1125,152,0,NA,"f",NA,6
"462","18484755","7006458",2013-06-19,"within an hour",100,100,"t","t","t","Cité Universitaire",46.78687,-71.26625,"Entire apartment","Entire home/apt",4,"1 bath",2,55,31,1125,272,18,4.94,"t",0.42,8
"463","18509453","117278565",2017-02-20,"within a day",100,NA,"f","t","f","Vanier",46.82393,-71.25926,"Private room in apartment","Private room",2,"1 shared bath",1,76,1,1125,0,12,4.83,"f",0.34,4
"464","18510053","117278565",2017-02-20,"within a day",100,NA,"f","t","f","Vanier",46.8227,-71.25981,"Private room in apartment","Private room",2,"1 shared bath",1,70,1,1125,0,23,4.61,"f",0.46,4
"465","18534773","128675645",2017-05-03,"within an hour",100,100,"t","t","t","Saint-Roch",46.81329,-71.22677,"Entire place","Entire home/apt",6,"1 bath",3,195,1,30,135,219,4.91,"t",4.52,4
"466","18545506","23542041",2014-11-09,"N/A",NA,100,"t","t","t","Saint-Roch",46.81365,-71.22038,"Entire loft","Entire home/apt",2,"1 bath",1,125,2,1125,0,66,4.88,"t",1.37,7
"467","18614921","129303043",2017-05-07,"a few days or more",0,0,"f","t","t","Chutes-Montmorency",46.87504,-71.16869,"Private room in apartment","Private room",2,"1 shared bath",1,39,2,1125,88,33,4.82,"f",0.67,4
"468","18655348","129637117",2017-05-09,"N/A",NA,NA,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81041,-71.20621,"Entire apartment","Entire home/apt",2,"1 bath",1,100,2,28,0,37,4.38,"t",0.74,4
"469","18664155","29181372",2015-03-11,"within an hour",100,95,"f","t","t","Saint-Sauveur",46.81107,-71.23061,"Private room in apartment","Private room",2,"1 shared bath",1,33,2,1125,0,110,4.59,"t",2.18,6
"470","18732806","130289479",2017-05-14,"within an hour",100,100,"t","t","t","Saint-Roch",46.81396,-71.22709,"Entire apartment","Entire home/apt",6,"1 bath",5,325,1,1125,335,20,4.95,"t",0.42,4
"471","18744885","28222382",2015-02-23,"N/A",NA,0,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80442,-71.21766,"Entire apartment","Entire home/apt",2,"1 bath",1,38,31,1125,0,71,4.56,"f",1.44,6
"472","18756207","8853402",2013-09-15,"within a few hours",75,100,"f","t","t","Sillery",46.77803,-71.24767,"Entire apartment","Entire home/apt",2,"1 bath",1,105,30,95,341,49,4.98,"f",1.03,8
"473","18837778","45514378",2015-10-01,"within an hour",100,100,"t","t","f","Sillery",46.78609,-71.24645,"Private room in bungalow","Private room",1,"1 shared bath",1,30,1,30,68,106,4.88,"t",4.79,6
"474","18840895","80285922",2016-06-27,"within an hour",100,100,"t","t","t","Chutes-Montmorency",46.87795,-71.15419,"Entire apartment","Entire home/apt",4,"1 bath",2,58,1,1125,282,261,4.7,"t",5.21,5
"475","18846160","130911790",2017-05-18,"N/A",NA,NA,"t","t","t","Montcalm",46.80487,-71.2274,"Entire apartment","Entire home/apt",6,"1 bath",3,296,1,1125,17,54,4.98,"t",2.47,4
"476","18949299","36623206",2015-06-24,"within an hour",100,100,"f","t","t","Saint-Roch",46.81238,-71.22877,"Entire apartment","Entire home/apt",6,"1 bath",5,285,2,1125,335,33,4.76,"f",0.66,6
"477","18978219","120557269",2017-03-13,"within an hour",100,99,"f","t","t","Saint-Sauveur",46.81264,-71.2358,"Entire apartment","Entire home/apt",4,"1 bath",3,89,1,1125,1,237,4.33,"t",4.94,4
"478","19014155","66809055",2016-04-11,"within a few hours",93,85,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.806702,-71.216087,"Room in boutique hotel","Private room",2,"1 private bath",1,108,1,1125,352,53,4.47,"f",1.1,5
"479","19031435","50286591",2015-12-01,"within an hour",95,87,"t","t","t","Vieux-Moulin",46.85109,-71.22706,"Entire house","Entire home/apt",5,"1 bath",3,84,31,1125,81,109,4.81,"f",2.21,6
"480","19054560","132940538",2017-06-01,"within an hour",100,100,"f","t","t","Saint-Jean-Baptiste",46.8107,-71.21584,"Entire apartment","Entire home/apt",3,"1 bath",1,114,2,1125,153,241,4.61,"f",4.98,4
"481","19063559","128675645",2017-05-03,"within an hour",100,100,"t","t","t","Saint-Roch",46.81468,-71.22727,"Entire apartment","Entire home/apt",6,"1 bath",3,175,1,30,148,207,4.85,"t",4.36,4
"482","19069132","133124187",2017-06-02,"within an hour",100,92,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81301,-71.20416,"Private room in house","Private room",2,"1 shared bath",1,116,1,1125,361,169,4.91,"f",3.47,4
"483","19069589","133124187",2017-06-02,"within an hour",100,92,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81461,-71.20376,"Private room in house","Private room",2,"1 bath",1,126,1,1125,356,153,4.87,"f",3.15,4
"484","19086200","133291888",2017-06-03,"N/A",NA,NA,"f","t","t","Saint-Louis",46.75873,-71.28917,"Private room in apartment","Private room",2,"1 shared bath",1,27,31,90,0,87,4.83,"t",1.78,4
"485","19154071","7719571",2013-07-25,"within an hour",100,83,"t","t","t","Montcalm",46.80213,-71.22988,"Entire guest suite","Entire home/apt",2,"1 bath",1,119,3,30,165,56,4.89,"f",1.14,8
"486","19156354","133941435",2017-06-07,"N/A",NA,100,"t","t","f","Cap-Rouge",46.75541,-71.34437,"Entire house","Entire home/apt",4,"2 baths",2,80,4,25,0,53,4.81,"f",1.1,4
"487","19271761","19909639",2014-08-12,"within an hour",100,100,"f","t","t","Saint-Roch",46.81364,-71.22814,"Entire apartment","Entire home/apt",4,"1 bath",2,111,1,1125,342,258,4.58,"t",5.25,7
"488","19272235","50286591",2015-12-01,"within an hour",95,87,"t","t","t","Vieux-Moulin",46.85166,-71.22849,"Entire house","Entire home/apt",5,"1 bath",2,84,31,1125,19,107,4.81,"f",2.21,6
"489","19295546","71936605",2016-05-14,"within an hour",100,25,"t","t","f","Cité Universitaire",46.78777,-71.26488,"Private room in apartment","Private room",1,"1 shared bath",1,25,30,1125,311,9,4.89,"f",0.19,5
"490","19324837","102849696",2016-11-07,"within an hour",100,100,"f","t","t","Vieux-Limoilou",46.82432,-71.2287,"Entire apartment","Entire home/apt",5,"1 bath",3,99,2,1125,342,93,4.56,"t",1.93,5
"491","19358798","133544852",2017-06-05,"N/A",NA,NA,"f","t","f","Lairet",46.83609,-71.25848,"Private room in apartment","Private room",4,"1 private bath",4,150,30,1125,0,3,4,"f",0.06,4
"492","19359186","133544852",2017-06-05,"N/A",NA,NA,"f","t","f","Lairet",46.83513,-71.2584,"Private room in apartment","Private room",4,"1 private bath",2,295,30,1125,0,0,NA,"f",NA,4
"493","19385949","135893431",2017-06-19,"within a few hours",100,0,"f","t","t","Sillery",46.78913,-71.24861,"Entire house","Entire home/apt",2,"1 bath",1,50,31,1125,65,4,4.75,"t",0.12,4
"494","19447690","47801052",2015-10-30,"within a few hours",100,71,"t","t","t","Quartier 5-4",46.86926,-71.17862,"Entire condominium","Entire home/apt",10,"1.5 baths",5,400,2,1124,155,85,4.78,"f",1.9,6
"495","19469599","31920857",2015-04-25,"within an hour",100,100,"f","t","t","Saint-Roch",46.81578,-71.22385,"Entire townhouse","Entire home/apt",4,"1.5 baths",3,190,4,30,85,11,4.9,"f",0.23,6
"496","19487408","72387877",2016-05-16,"N/A",NA,75,"t","t","f","Cité Universitaire",46.77007,-71.28323,"Entire apartment","Entire home/apt",4,"1 bath",2,89,2,240,123,168,4.86,"f",3.46,5
"497","19489911","47801052",2015-10-30,"within a few hours",100,71,"t","t","t","Quartier 5-4",46.86861,-71.18118,"Entire condominium","Entire home/apt",6,"1 bath",3,200,2,1124,185,68,4.61,"f",1.41,6
"498","19506919","34355280",2015-05-27,"N/A",NA,NA,"f","t","t","Jésuites",46.86251,-71.24807,"Private room in house","Private room",2,"1 private bath",0,50,1,1125,0,101,4.93,"t",2.07,6
"499","19508215","39765944",2015-07-27,"within a few hours",100,83,"f","t","t","Sillery",46.76632,-71.26324,"Entire house","Entire home/apt",3,"1 bath",1,162,2,1125,343,7,4.57,"f",0.2,6
"500","19525815","21017698",2014-09-06,"N/A",NA,100,"f","t","t","Saint-Sauveur",46.80871,-71.25315,"Entire apartment","Entire home/apt",3,"1 bath",1,100,2,1125,186,68,4.63,"f",1.4,7
"501","19546462","128621152",2017-05-02,"within an hour",97,100,"f","t","t","Saint-Sauveur",46.80599,-71.24559,"Entire apartment","Entire home/apt",6,"1 bath",3,100,1,1125,64,230,4.46,"t",4.72,4
"502","19571343","95571771",2016-09-17,"within an hour",100,100,"f","t","t","Vieux-Limoilou",46.8229,-71.24195,"Entire apartment","Entire home/apt",4,"1 bath",2,45,30,1125,227,94,4.9,"t",1.95,5
"503","19615873","99039896",2016-10-10,"within a few hours",89,71,"f","t","t","Neufchâtel-Est/Lebourgneuf",46.83677,-71.33433,"Entire house","Entire home/apt",6,"1.5 baths",3,275,3,1125,6,29,4.96,"f",0.61,5
"504","19638221","138191138",2017-07-02,"within an hour",100,95,"f","t","t","Val-Bélair",46.85244,-71.4275,"Entire cottage","Entire home/apt",6,"1.5 baths",3,148,1,1125,3,58,4.86,"f",1.21,4
"505","19642011","35775015",2015-06-14,"within an hour",99,100,"t","t","t","Saint-Roch",46.81499,-71.22691,"Entire apartment","Entire home/apt",6,"1 bath",3,168,2,1125,334,168,4.88,"f",3.46,6
"506","19660066","14939414",2014-04-30,"N/A",NA,NA,"f","t","t","Cité Universitaire",46.78821,-71.2788,"Entire apartment","Entire home/apt",4,"1 bath",2,50,120,1125,279,0,NA,"f",NA,7
"507","19662518","138436398",2017-07-03,"within an hour",100,75,"t","t","t","Saint-Roch",46.8092,-71.2293,"Entire apartment","Entire home/apt",4,"1 bath",2,149,1,60,86,79,4.92,"f",1.62,4
"508","19691498","13859257",2014-04-03,"within an hour",100,100,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81161,-71.21034,"Entire apartment","Entire home/apt",4,"1 bath",2,231,2,1125,318,120,4.88,"t",2.55,7
"509","19700948","41858310",2015-08-18,"within an hour",100,100,"t","t","t","Chutes-Montmorency",46.87789,-71.15813,"Entire bungalow","Entire home/apt",6,"1 bath",2,134,2,1125,313,127,4.86,"f",2.65,6
"510","19701735","138812688",2017-07-05,"within an hour",100,33,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81438,-71.20712,"Entire apartment","Entire home/apt",6,"1 bath",3,265,28,1125,263,32,4.94,"f",0.67,4
"511","19710023","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Saint-Jean-Baptiste",46.81234,-71.21615,"Room in serviced apartment","Hotel room",4,"1 bath",2,429,2,1125,108,5,4.25,"t",0.11,6
"512","19789542","95604246",2016-09-17,"within an hour",100,100,"f","t","t","Saint-Roch",46.81393,-71.22761,"Entire apartment","Entire home/apt",6,"1 bath",2,112,2,1125,57,208,4.59,"t",4.32,5
"513","19797796","91171253",2016-08-21,"within an hour",90,75,"t","t","t","Saint-Louis",46.75678,-71.30074,"Entire guesthouse","Entire home/apt",4,"1 bath",3,81,2,30,157,50,4.55,"f",1.14,5
"514","19800167","18743858",2014-07-23,"N/A",NA,100,"f","t","t","Saint-Sauveur",46.81017,-71.23815,"Entire apartment","Entire home/apt",2,"1 bath",1,62,1,1125,0,27,4.85,"f",0.57,7
"515","19876946","30873530",2015-04-08,"within an hour",100,100,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81362,-71.21282,"Entire apartment","Entire home/apt",2,"1 bath",1,110,1,1125,0,28,4.82,"f",0.9,6
"516","19892206","20131357",2014-08-16,"N/A",NA,100,"f","t","t","Vieux-Limoilou",46.82487,-71.22588,"Entire apartment","Entire home/apt",3,"1 bath",1,70,2,30,0,62,4.94,"t",1.29,7
"517","19924231","44581508",2015-09-19,"within an hour",100,100,"f","t","t","Sillery",46.79485,-71.2389,"Entire apartment","Entire home/apt",3,"1 bath",2,90,30,1125,364,0,NA,"f",NA,6
"518","19924890","141152350",2017-07-18,"within an hour",100,100,"f","t","t","Vieux-Limoilou",46.82733,-71.22959,"Entire apartment","Entire home/apt",4,"1 bath",2,154,31,60,0,6,4.83,"f",0.13,4
"519","19928475","141186826",2017-07-18,"N/A",NA,NA,"f","t","f","Saint-Sacrement",46.78754,-71.25843,"Entire condominium","Entire home/apt",2,"1 bath",2,160,10,30,88,1,0,"f",0.03,4
"520","19945566","72181276",2016-05-15,"within a few hours",100,100,"t","t","t","Quartier 5-2",46.88643,-71.19167,"Entire apartment","Entire home/apt",4,"1 bath",3,70,29,1125,260,66,4.91,"f",1.4,5
"521","19996998","141421218",2017-07-19,"N/A",NA,NA,"f","t","t","Quartier 4-6",46.84966,-71.26156,"Entire apartment","Entire home/apt",1,"1 bath",1,50,30,60,365,0,NA,"t",NA,4
"522","20008134","141972486",2017-07-23,"N/A",NA,NA,"f","t","f","Neufchâtel-Est/Lebourgneuf",46.84182,-71.324,"Private room in apartment","Private room",2,"1 shared bath",1,120,1,1125,0,1,4,"f",0.02,4
"523","20089535","117968025",2017-02-24,"within an hour",100,100,"t","t","t","Saint-Sauveur",46.81122,-71.23065,"Entire apartment","Entire home/apt",4,"1 bath",2,126,1,1125,145,343,4.95,"t",8.08,4
"524","20090868","111992373",2017-01-17,"within a day",100,50,"f","t","t","Saint-Jean-Baptiste",46.81168,-71.21907,"Private room in apartment","Private room",2,"1 shared bath",1,50,1,1125,0,105,4.88,"f",2.2,4
"525","20164673","143497951",2017-07-31,"N/A",NA,100,"t","t","t","Cité Universitaire",46.78558,-71.26644,"Private room in apartment","Private room",2,"1 shared bath",1,29,30,1125,21,73,4.86,"t",1.54,4
"526","20193609","87157104",2016-07-31,"N/A",NA,NA,"f","t","t","Pointe-de-Sainte-Foy",46.76148,-71.31677,"Private room in guesthouse","Private room",2,"1 shared bath",1,32,2,50,0,3,3.33,"f",0.06,5
"527","20215784","57167672",2016-02-02,"N/A",NA,NA,"f","t","t","Saint-Jean-Baptiste",46.812,-71.21672,"Entire apartment","Entire home/apt",2,"1 bath",1,120,31,1125,0,0,NA,"f",NA,5
"528","20233150","127263361",2017-04-23,"within an hour",100,100,"f","t","t","Neufchâtel-Est/Lebourgneuf",46.85758,-71.32663,"Entire townhouse","Entire home/apt",8,"1.5 baths",5,270,2,90,0,27,4.85,"t",0.63,4
"529","20278332","144604389",2017-08-06,"within a day",100,100,"f","t","t","Saint-Louis",46.7665,-71.28509,"Private room in house","Private room",1,"1 shared bath",1,45,32,1125,213,67,4.88,"t",1.42,4
"530","20320939","25428389",2014-12-31,"within an hour",100,100,"t","t","t","Saint-Sauveur",46.81147,-71.23154,"Entire apartment","Entire home/apt",6,"1 bath",2,204,2,1125,86,42,5,"t",1.07,7
"531","20396260","145415497",2017-08-10,"N/A",NA,NA,"f","t","f","Quartier 5-4",46.85148,-71.19346,"Entire apartment","Entire home/apt",2,"1 bath",1,60,3,1125,0,32,4.93,"t",0.69,4
"532","20418067","3441817",2012-09-01,"within an hour",100,100,"t","t","t","Saint-Sauveur",46.81058,-71.23105,"Entire apartment","Entire home/apt",4,"1 bath",2,155,1,1125,331,206,4.98,"f",4.94,9
"533","20422916","95604246",2016-09-17,"within an hour",100,100,"f","t","t","Saint-Roch",46.81319,-71.2286,"Entire apartment","Entire home/apt",4,"1 bath",2,69,2,1125,44,183,4.52,"f",3.87,5
"534","20458151","35977231",2015-06-16,"within an hour",100,95,"f","t","t","Saint-Sauveur",46.81285,-71.23882,"Entire apartment","Entire home/apt",4,"1 bath",2,49,31,1125,186,150,4.63,"t",3.45,6
"535","20466803","135893431",2017-06-19,"within a few hours",100,0,"f","t","t","Sillery",46.7891,-71.2481,"Entire apartment","Entire home/apt",2,"1 bath",1,60,31,1125,93,3,4.67,"t",0.09,4
"536","20503378","96692488",2016-09-25,"within a few hours",85,30,"t","t","t","Neufchâtel-Est/Lebourgneuf",46.83876,-71.32196,"Entire apartment","Entire home/apt",6,"1 bath",3,90,30,365,309,17,4.88,"f",0.36,5
"537","20551769","146764659",2017-08-19,"within an hour",100,100,"f","t","t","Sillery",46.77022,-71.27978,"Entire house","Entire home/apt",6,"1 bath",3,125,2,1125,167,111,4.42,"t",2.36,4
"538","20601921","147226705",2017-08-22,"within an hour",100,100,"t","t","t","Saint-Sauveur",46.81147,-71.23154,"Entire apartment","Entire home/apt",4,"1 bath",3,229,2,1125,48,141,4.94,"t",3.45,4
"539","20604612","9492303",2013-10-17,"within an hour",90,92,"f","t","t","Saint-Louis",46.75146,-71.28676,"Entire house","Entire home/apt",16,"3 baths",7,NA,3,1125,301,9,4.78,"t",1.11,8
"540","20617308","30803358",2015-04-07,"within a day",100,100,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81201,-71.21046,"Entire loft","Entire home/apt",4,"1 bath",1,66,30,1125,83,214,4.88,"t",5.26,6
"541","20622548","62184925",2016-03-08,"within a day",50,0,"f","t","f","Val-Bélair",46.86287,-71.42263,"Private room in house","Private room",1,"1 shared bath",1,40,2,30,309,3,5,"f",0.12,5
"542","20654336","50286591",2015-12-01,"within an hour",95,87,"t","t","t","Maizerets",46.84945,-71.23209,"Entire house","Entire home/apt",6,"1 bath",2,198,31,1125,61,109,4.85,"f",2.32,6
"543","20673624","147914237",2017-08-27,"N/A",NA,NA,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81132,-71.20863,"Private room in apartment","Private room",2,"1 shared bath",1,100,2,1125,0,79,4.91,"t",1.72,4
