id,host_id,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,year,host_acceptance_rate,host_response_rate,price_boxcox,weights
54334,254811,within an hour,t,t,t,Quartier 5-1,46.914,-71.19565,Entire serviced apartment,Entire home/apt,5,1.5 baths,2,115,2,180,276,94,4.82,t,0.78,11,100,100,4.7449321284,1
138381,675584,within an hour,f,t,f,Sillery,46.76843,-71.26636,Private room in bed and breakfast,Private room,3,1 private bath,2,145,1,365,358,147,4.91,f,1.22,10,100,100,4.9767337424,1
198548,960772,within a day,t,t,t,Saint-Roch,46.81169,-71.22522,Entire apartment,Entire home/apt,4,1 bath,1,150,30,1125,252,51,4.72,f,0.43,10,100,100,5.0106352941,1
214967,1110010,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80286,-71.21271,Private room in townhouse,Private room,2,1 shared bath,1,83,3,33,346,163,4.94,f,1.51,10,100,100,4.4188406078,1
502417,2479300,within an hour,f,t,t,Saint-Jean-Baptiste,46.80664,-71.22599,Entire apartment,Entire home/apt,7,1 bath,4,98,2,60,79,178,4.21,f,1.67,9,100,100,4.5849674787,1
517628,2216595,within an hour,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80552,-71.20696,Entire townhouse,Entire home/apt,8,1.5 baths,5,340,2,30,10,15,4.8,t,0.65,9,100,100,5.8289456176,1
562682,2479300,within an hour,f,t,t,Saint-Jean-Baptiste,46.80664,-71.22599,Entire apartment,Entire home/apt,4,1 bath,2,70,90,90,79,103,4.37,t,1.76,9,100,100,4.248495242,1
588889,2904660,within a few hours,f,t,t,Lac-Saint-Charles,46.93219,-71.38034,Entire house,Entire home/apt,8,1.5 baths,5,300,7,8,3,4,4.75,f,0.07,9,100,100,5.7037824747,0.6563390626
652744,2479300,within an hour,f,t,t,Saint-Jean-Baptiste,46.80664,-71.22599,Entire apartment,Entire home/apt,4,1 bath,3,65,2,60,79,122,4.21,t,1.48,9,100,100,4.1743872699,1
652815,2479300,within an hour,f,t,t,Saint-Jean-Baptiste,46.80664,-71.22599,Private room in nature lodge,Private room,3,1 shared bath,2,60,90,90,269,104,4.48,t,0.98,9,100,100,4.0943445622,1
652950,2479300,within an hour,f,t,t,Saint-Jean-Baptiste,46.80664,-71.22599,Private room in cottage,Private room,2,1 shared bath,1,68,90,90,79,86,4.58,t,0.89,9,100,100,4.2195077052,0.7541963465
659635,2479300,within an hour,f,t,t,Saint-Jean-Baptiste,46.80664,-71.22599,Private room in house,Private room,2,1 shared bath,2,68,2,60,79,90,4.58,t,0.84,9,100,100,4.2195077052,1
661569,675584,within an hour,f,t,f,Sillery,46.76978,-71.26591,Room in bed and breakfast,Hotel room,3,1 bath,1,145,1,1125,356,66,4.97,f,0.69,10,100,100,4.9767337424,1
760018,4005779,within a day,f,t,t,Vieux-Limoilou,46.82868,-71.22634,Entire condominium,Entire home/apt,4,1 bath,2,135,25,1125,134,70,4.73,f,0.68,9,100,100,4.9052747784,1
878309,4598359,within a few hours,t,t,t,Sillery,46.78341,-71.25123,Entire apartment,Entire home/apt,4,1 bath,2,75,30,365,338,27,4.63,f,0.28,8,100,100,4.3174881135,1
878904,4598359,within a few hours,t,t,t,Sillery,46.7817,-71.25042,Entire apartment,Entire home/apt,4,1 bath,2,50,30,1125,186,19,4.76,f,0.32,8,100,100,3.9120230054,0.9168374155
896581,4646399,within a day,f,t,t,Cap-Rouge,46.74721,-71.35105,Private room in house,Private room,2,1 shared bath,1,80,2,30,364,6,4.25,f,0.06,8,0,100,4.3820266347,1
997400,5480680,within an hour,f,t,t,Chutes-Montmorency,46.88356,-71.17293,Entire guest suite,Entire home/apt,4,1 bath,2,90,1,1125,277,469,4.54,f,4.72,8,99,100,4.4998096703,1
1014369,5580354,within a few hours,f,t,t,Saint-Sauveur,46.81208,-71.23457,Entire apartment,Entire home/apt,5,1 bath,3,850,30,365,289,251,4.46,t,2.49,8,75,100,6.7452363495,0.31668241
1103650,6060744,within a few hours,f,t,t,Saint-Jean-Baptiste,46.80844,-71.22057,Entire house,Entire home/apt,6,1.5 baths,3,350,6,62,364,22,4.55,f,0.23,8,0,100,5.8579331545,1
1157303,6341801,a few days or more,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81619,-71.21153,Entire apartment,Entire home/apt,2,1 bath,2,105,3,365,61,226,4.32,f,2.31,8,0,0,4.6539603502,1
1240632,6212858,within an hour,f,t,t,Duberger-Les Saules,46.80802,-71.33486,Private room in house,Private room,1,1 shared bath,1,16,31,1125,234,9,4,f,0.25,8,100,100,2.7725887222,0.7222940098
1486117,7927151,within a few hours,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81528,-71.20141,Private room in nature lodge,Private room,4,1 shared bath,2,139,2,32,322,135,4.38,f,1.41,8,90,100,4.9344739331,1
1486498,7927151,within a few hours,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81271,-71.20454,Private room in nature lodge,Private room,2,1 private bath,1,159,2,30,321,177,4.62,f,2.47,8,90,100,5.0689042022,1
1487080,7927151,within a few hours,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81398,-71.203,Room in boutique hotel,Private room,2,1 private bath,1,139,2,30,70,135,4.46,f,1.53,8,90,100,4.9344739331,1
1487383,7927151,within a few hours,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81076,-71.2064,Room in aparthotel,Entire home/apt,6,1 bath,3,248,2,90,306,215,4.73,f,2.29,8,90,100,5.5134287462,1
1635571,8687028,within an hour,f,t,t,Maizerets,46.83739,-71.22299,Private room in villa,Private room,4,1 private bath,2,70,1,1125,348,119,4.49,t,1.38,8,100,96,4.248495242,0.9151742391
1645445,8732163,within a few hours,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81568,-71.20777,Entire apartment,Entire home/apt,6,1 bath,3,245,28,1124,365,113,4.75,f,1.61,8,11,100,5.5012582105,1
1683632,8895388,within a day,t,t,t,Saint-Jean-Baptiste,46.80696,-71.22751,Entire apartment,Entire home/apt,2,1 bath,1,150,2,100,357,87,4.82,f,0.96,8,75,100,5.0106352941,1
1791781,9400797,within an hour,f,t,t,Saint-Jean-Baptiste,46.80912,-71.22083,Entire apartment,Entire home/apt,4,1 bath,2,45,29,360,326,23,4.85,f,0.47,8,100,100,3.8066624898,0.751049135
1851589,8687028,within an hour,f,t,t,Maizerets,46.83672,-71.22148,Private room in house,Private room,2,1 private bath,1,75,1,1125,347,32,4.53,t,0.37,8,100,96,4.3174881135,1
1863842,1645012,within a day,f,t,t,Quartier 5-4,46.86202,-71.1895,Entire apartment,Entire home/apt,6,1 bath,3,120,2,31,312,230,4.66,f,2.47,9,100,100,4.7874917428,1
1913443,9400797,within an hour,f,t,t,Saint-Jean-Baptiste,46.80912,-71.22083,Entire apartment,Entire home/apt,4,1 bath,2,30,30,365,340,34,4.58,f,0.41,8,100,100,3.4011973817,0.538862459
1979239,10214782,within an hour,f,t,t,Saint-Sauveur,46.81187,-71.23208,Private room in apartment,Private room,2,1 shared bath,1,54,2,28,0,302,4.54,t,3.35,8,100,100,3.9889840466,1
2027990,3927227,within a few hours,t,t,f,Saint-Sacrement,46.79181,-71.24852,Private room in apartment,Private room,1,1 bath,1,17,31,365,289,30,4.93,f,0.35,9,67,94,2.8332133441,0.5553011816
2076200,8732163,within a few hours,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81416,-71.20769,Entire apartment,Entire home/apt,4,1 bath,0,209,28,1125,343,73,4.89,f,1.07,8,11,100,5.342334252,1
2203513,2874168,within a few hours,t,t,t,Saint-Sacrement,46.79546,-71.2465,Entire apartment,Entire home/apt,2,1 bath,2,54,30,1125,195,28,4.85,f,0.39,9,83,100,3.9889840466,1
2803587,14339917,within an hour,f,t,t,Saint-Roch,46.81566,-71.22472,Entire loft,Entire home/apt,2,1 bath,1,81,1,1125,35,400,4.64,t,4.65,7,100,100,4.3944491547,1
2815533,14402481,within a day,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81158,-71.21166,Entire apartment,Entire home/apt,3,1 bath,2,55,32,1125,301,3,5,f,0.17,7,100,86,4.0073331852,1
2854775,14594594,within an hour,f,t,t,Quartier 5-4,46.85389,-71.18559,Room in boutique hotel,Hotel room,4,1 bath,2,328,4,1125,354,10,4.33,t,0.13,7,100,100,5.7930136084,1
2930811,14966026,within an hour,t,t,t,Saint-Sauveur,46.80956,-71.2417,Private room in house,Private room,2,1.5 shared baths,1,75,1,1124,25,868,4.84,t,10.21,7,100,100,4.3174881135,0.9304635984
3028706,15427139,within a few hours,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81708,-71.20808,Entire condominium,Entire home/apt,4,1 bath,4,47,31,1125,276,1,5,f,0.03,7,67,67,3.8501476017,0.7239357032
3101045,1646154,within a few hours,f,t,t,Saint-Sauveur,46.81357,-71.23875,Entire apartment,Entire home/apt,2,1 bath,1,25,60,1000,217,22,4.09,f,0.26,9,90,96,3.2188758249,1
3110790,8687028,within an hour,f,t,t,Maizerets,46.83647,-71.22146,Private room in villa,Private room,5,1 shared bath,2,75,1,1125,337,135,4.58,t,1.6,8,100,96,4.3174881135,0.8283728338
3111227,8687028,within an hour,f,t,t,Maizerets,46.8365,-71.22211,Private room in villa,Private room,3,1 private bath,1,75,1,1125,335,56,4.77,t,0.67,8,100,96,4.3174881135,1
3111369,8687028,within an hour,f,t,t,Maizerets,46.83732,-71.22301,Private room in villa,Private room,2,1 bath,1,75,1,1125,348,69,4.58,t,1.1,8,100,96,4.3174881135,1
3111553,8687028,within an hour,f,t,t,Maizerets,46.83663,-71.22149,Room in boutique hotel,Private room,4,1 bath,2,70,1,1125,308,219,4.69,t,2.81,8,100,96,4.248495242,1
3111625,8687028,within an hour,f,t,t,Maizerets,46.83695,-71.22303,Private room in villa,Private room,2,1 bath,1,95,1,1125,348,34,4.74,t,0.54,8,100,96,4.5538768916,1
3111690,8687028,within an hour,f,t,t,Maizerets,46.83726,-71.22245,Private room in villa,Private room,3,1 shared bath,2,65,1,10,331,49,4.63,t,0.71,8,100,96,4.1743872699,1
3147232,6012904,within an hour,t,t,t,Saint-Jean-Baptiste,46.81129,-71.22268,Entire apartment,Entire home/apt,4,1 bath,2,225,3,365,212,65,4.95,f,1,8,84,100,5.4161004022,1
3475573,17506435,a few days or more,f,t,f,Saint-Jean-Baptiste,46.81137,-71.21599,Private room in condominium,Private room,2,2 shared baths,1,75,4,180,179,131,4.88,f,1.56,7,0,0,4.3174881135,1
3486441,17555242,within a day,f,t,f,Vieux-Limoilou,46.82527,-71.2314,Entire apartment,Entire home/apt,4,1 bath,2,110,31,1124,306,41,4.38,f,0.48,7,60,100,4.7004803658,1
3499399,12810887,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81093,-71.21275,Entire loft,Entire home/apt,4,1 bath,2,100,30,1125,65,54,4.83,f,0.64,7,100,100,4.605170186,1
3599705,18136166,within a day,f,t,t,Saint-Roch,46.81011,-71.22936,Entire apartment,Entire home/apt,6,1 bath,3,104,31,365,265,80,4.43,f,0.95,7,100,100,4.6443908991,1
3678120,18685843,within a day,t,t,t,Saint-Jean-Baptiste,46.8064,-71.22553,Private room in apartment,Private room,2,1 bath,1,41,13,1125,358,3,4.33,f,0.04,7,0,100,3.7135720667,0.8308832541
3678952,18685843,within a day,t,t,t,Saint-Jean-Baptiste,46.80562,-71.22367,Private room in apartment,Private room,2,1 bath,1,39,13,1125,365,5,4.6,f,0.06,7,0,100,3.6635616461,0.7563605341
3731628,19070558,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81426,-71.20722,Entire apartment,Entire home/apt,4,1 bath,1,99,2,1124,310,339,4.78,t,4.13,7,100,100,4.5951198501,1
3731999,1646154,within a few hours,f,t,t,Saint-Sauveur,46.81434,-71.23963,Entire apartment,Entire home/apt,4,1 bath,2,28,55,365,365,30,4.32,f,0.42,9,90,96,3.3322045102,0.7493487437
3840299,16308082,within an hour,t,t,f,Saint-Jean-Baptiste,46.81107,-71.22202,Entire apartment,Entire home/apt,2,1 bath,1,127,2,1125,85,488,4.95,f,5.83,7,99,100,4.8441870865,0.9925003766
3861813,19871269,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81596,-71.20812,Entire apartment,Entire home/apt,4,1 bath,2,250,31,1125,0,9,4.89,t,0.2,7,100,100,5.5214609179,0.8058790138
3880306,18685843,within a day,t,t,t,Saint-Jean-Baptiste,46.80742,-71.22367,Private room in apartment,Private room,2,1 bath,1,39,32,1125,365,2,4.5,f,0.06,7,0,100,3.6635616461,1
4215307,3201898,within an hour,f,t,t,Saint-Sauveur,46.81044,-71.23905,Entire apartment,Entire home/apt,2,1 bath,1,92,1,1125,329,462,4.54,f,6.14,9,99,100,4.521788577,1
4276973,19909639,within an hour,f,t,t,Saint-Roch,46.81459,-71.22607,Entire apartment,Entire home/apt,4,1 bath,2,111,1,1125,240,581,4.65,t,7.27,7,100,100,4.7095302013,1
4563559,6212858,within an hour,f,t,t,Duberger-Les Saules,46.80757,-71.33553,Private room in house,Private room,1,1 shared bath,1,16,30,1125,269,6,4.17,f,0.11,8,100,100,2.7725887222,0.6825380236
4567493,23676164,within an hour,f,t,t,Lac-Saint-Charles,46.91826,-71.38308,Private room in bed and breakfast,Private room,5,2 baths,2,129,1,1125,354,1,5,f,0.01,7,33,86,4.8598124044,1
4567897,23676164,within an hour,f,t,t,Lac-Saint-Charles,46.91876,-71.38078,Private room in bed and breakfast,Private room,4,2 baths,2,129,1,1125,359,8,4.88,f,0.17,7,33,86,4.8598124044,1
4585669,14594594,within an hour,f,t,t,Quartier 5-4,46.85574,-71.18663,Room in boutique hotel,Hotel room,4,1 bath,2,130,1,1125,327,60,4.57,t,0.8,7,100,100,4.8675344505,1
4613578,23901714,within an hour,t,t,t,Saint-Louis,46.77217,-71.29623,Entire apartment,Entire home/apt,3,1 bath,1,65,1,1125,71,218,4.81,f,2.78,7,96,100,4.1743872699,1
4617077,23676164,within an hour,f,t,t,Lac-Saint-Charles,46.91866,-71.38113,Private room in bed and breakfast,Private room,3,2 baths,2,119,1,1125,354,10,5,f,0.14,7,33,86,4.7791234931,1
4617223,23676164,within an hour,f,t,t,Lac-Saint-Charles,46.91847,-71.3834,Private room in bed and breakfast,Private room,6,2 baths,3,129,1,1125,352,7,4.71,f,0.1,7,33,86,4.8598124044,1
4617481,23676164,within an hour,f,t,t,Lac-Saint-Charles,46.91737,-71.38351,Private room in bed and breakfast,Private room,4,2 baths,2,129,1,1125,362,1,5,f,0.01,7,33,86,4.8598124044,1
4685791,6647989,within a few hours,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81213,-71.20913,Entire apartment,Entire home/apt,4,1 bath,1,53,30,1125,183,11,4.64,f,0.17,8,100,100,3.9702919136,0.9024821745
4803830,24747916,within a few hours,f,t,t,Quartier 5-4,46.85766,-71.1767,Room in hotel,Private room,2,1 private bath,1,129,1,30,361,3,3.67,f,0.04,7,64,83,4.8598124044,1
4902020,25227914,within an hour,t,t,t,Saint-Roch,46.81626,-71.22304,Entire apartment,Entire home/apt,4,1 bath,3,100,4,1125,309,94,4.87,t,1.34,7,100,100,4.605170186,1
4913189,25300924,within a few hours,t,t,t,Saint-Sauveur,46.80663,-71.26214,Private room in apartment,Private room,2,1 bath,1,31,2,1125,309,56,4.89,f,0.72,7,50,100,3.4339872045,0.6106742428
5051170,1646154,within a few hours,f,t,t,Saint-Sauveur,46.81483,-71.23875,Entire apartment,Entire home/apt,4,1.5 baths,2,39,30,900,289,20,4.15,f,0.31,9,90,96,3.6635616461,0.7265488117
5245727,15391280,within an hour,f,t,t,Saint-Jean-Baptiste,46.80775,-71.22407,Private room in house,Private room,2,1 shared bath,1,88,1,1125,60,1,5,t,0.02,7,100,100,4.4773368145,1
5442064,28224563,within an hour,f,t,f,Pointe-de-Sainte-Foy,46.76392,-71.32674,Entire house,Entire home/apt,9,2 baths,5,370,2,1125,345,46,4.8,t,0.89,6,100,83,5.9135030056,1
5442258,28224563,within an hour,f,t,f,Pointe-de-Sainte-Foy,46.76469,-71.32511,Entire house,Entire home/apt,9,2 baths,5,370,2,1125,345,29,4.79,t,0.4,6,100,83,5.9135030056,1
5478609,28408747,within a few hours,t,t,t,Montcalm,46.8045,-71.22506,Entire apartment,Entire home/apt,4,1 bath,2,89,31,365,179,69,4.96,f,1.49,6,50,100,4.4886363697,1
5517202,5758591,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.79403,-71.22944,Entire apartment,Entire home/apt,5,1 bath,3,295,3,1125,348,33,4.97,t,1.15,8,100,100,5.6869753563,1
5536939,4252877,within an hour,f,t,f,Saint-Jean-Baptiste,46.81246,-71.21678,Entire apartment,Entire home/apt,4,1 bath,2,74,14,1125,18,19,4.72,t,0.27,9,100,100,4.3040650932,1
5564215,28843000,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81665,-71.2143,Entire apartment,Entire home/apt,5,1 bath,3,136,2,1125,15,136,4.46,f,1.77,6,100,100,4.9126548857,1
5604407,6212858,within an hour,f,t,t,Duberger-Les Saules,46.80757,-71.33553,Private room in house,Private room,1,1 shared bath,1,16,30,1125,79,5,4.8,f,2.83,8,100,100,2.7725887222,0.8209751357
6100766,15427139,within a few hours,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81579,-71.20808,Entire condominium,Entire home/apt,3,1 bath,2,40,31,31,338,6,5,f,0.1,7,67,67,3.6888794541,0.8180360868
6140302,31852871,within a few hours,t,t,t,Sillery,46.7529,-71.28102,Entire house,Entire home/apt,6,3 baths,3,543,2,40,206,137,4.81,f,1.85,6,76,91,6.2971093199,0.5729196956
6163009,31972716,within a day,f,t,f,Chutes-Montmorency,46.8796,-71.16519,Private room in house,Private room,2,1 shared bath,0,48,32,1125,293,15,4.64,f,0.2,6,33,50,3.8712010109,1
6167471,18684279,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8171,-71.2033,Entire apartment,Entire home/apt,2,1 bath,1,140,2,1125,73,106,4.89,t,1.43,7,100,100,4.9416424226,1
6232233,1646154,within a few hours,f,t,t,Saint-Sauveur,46.81471,-71.2383,Entire apartment,Entire home/apt,2,1.5 baths,1,25,45,365,283,21,4.1,f,0.36,9,90,96,3.2188758249,0.8825184101
6746347,15960979,within a few hours,f,t,t,Saint-Jean-Baptiste,46.80815,-71.22858,Entire apartment,Entire home/apt,3,1 bath,2,37,31,1125,204,123,4.84,f,1.88,7,100,100,3.6109179126,0.911082938
6852451,35884345,within an hour,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80395,-71.20924,Entire loft,Entire home/apt,2,1 bath,1,50,31,365,191,79,4.84,f,1.84,6,88,100,3.9120230054,1
6870833,35939583,within an hour,f,t,t,Saint-Jean-Baptiste,46.81075,-71.22379,Entire apartment,Entire home/apt,3,1 bath,2,94,1,1124,318,239,4.79,t,3.32,6,100,100,4.5432947823,1
6947321,36425487,within an hour,f,t,t,Neufchâtel-Est/Lebourgneuf,46.85548,-71.2901,Entire house,Entire home/apt,16,2 baths,9,321,1,1125,331,160,4.39,f,2.23,6,82,100,5.7714411231,0.8257619458
6970133,14594594,within an hour,f,t,t,Quartier 5-4,46.85548,-71.1852,Room in boutique hotel,Hotel room,2,1 bath,1,160,1,1125,362,28,4.64,t,0.39,7,100,100,5.0751738152,1
7001110,32077416,within a day,f,t,f,Saint-Sacrement,46.79536,-71.2591,Entire apartment,Entire home/apt,4,1 bath,2,150,3,1125,322,76,4.69,f,1.04,6,20,70,5.0106352941,1
7129699,37341683,within an hour,t,t,t,Saint-Jean-Baptiste,46.81077,-71.22206,Entire apartment,Entire home/apt,2,1 bath,1,95,1,1124,316,281,4.77,t,3.91,6,100,100,4.5538768916,1
7140600,7006458,within an hour,t,t,t,Cité Universitaire,46.78711,-71.26385,Entire apartment,Entire home/apt,4,1 bath,2,44,30,1125,221,55,4.64,t,0.76,8,100,100,3.7841896339,0.8835185425
7430769,7096839,within a day,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81437,-71.2029,Entire condominium,Entire home/apt,2,1 bath,1,111,32,64,112,49,4.92,f,0.9,8,71,50,4.7095302013,1
7479188,3813034,within a few hours,t,t,t,Saint-Sauveur,46.8094,-71.23117,Entire apartment,Entire home/apt,6,1 bath,3,295,3,31,40,116,4.88,f,1.63,9,100,100,5.6869753563,1
7491399,39234978,within an hour,f,t,t,Duberger-Les Saules,46.82429,-71.28873,Private room in house,Private room,4,1 private bath,2,64,3,28,175,183,4.83,f,2.53,6,100,100,4.1588830834,1
7513008,10023073,within a day,t,t,t,Cité Universitaire,46.77829,-71.28722,Private room in apartment,Private room,1,1 shared bath,1,30,30,1125,0,6,4.33,f,0.1,8,73,75,3.4011973817,1
7633284,14594594,within an hour,f,t,t,Quartier 5-4,46.85688,-71.18675,Room in boutique hotel,Hotel room,2,1 bath,1,233,1,1125,357,2,3.5,t,0.09,7,100,100,5.4510384536,1
7676538,40309767,within a day,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81518,-71.21316,Entire apartment,Entire home/apt,4,1 bath,2,58,30,1125,279,10,4.89,f,0.14,6,67,100,4.0604430105,1
7757954,38459934,within a few hours,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81542,-71.21235,Entire apartment,Entire home/apt,2,1 bath,1,120,30,1125,73,7,4.29,f,0.1,6,82,99,4.7874917428,1
7763332,17266932,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81607,-71.20984,Entire loft,Entire home/apt,4,1 bath,2,175,1,31,337,392,4.97,f,5.46,7,99,100,5.1647859739,1
7800019,41055265,within an hour,t,t,t,Vieux-Limoilou,46.82073,-71.22398,Entire apartment,Entire home/apt,8,1 bath,4,210,2,1125,248,88,4.69,t,1.24,6,100,100,5.3471075307,1
7968592,14594594,within an hour,f,t,t,Quartier 5-4,46.85484,-71.18675,Room in boutique hotel,Hotel room,4,1 bath,2,160,1,1125,328,15,4.87,t,0.35,7,100,100,5.0751738152,1
8114491,9846608,within an hour,t,t,t,Saint-Jean-Baptiste,46.80872,-71.22343,Entire apartment,Entire home/apt,4,1 bath,1,125,3,1001,320,185,4.96,f,2.61,6,91,100,4.8283137373,1
8147621,43017387,a few days or more,f,t,t,Vanier,46.82196,-71.26746,Entire house,Entire home/apt,2,1.5 baths,1,36,30,1125,214,97,4.68,f,1.61,6,50,29,3.5835189385,1
8173540,22697179,within a few hours,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80564,-71.21806,Entire apartment,Entire home/apt,3,1 bath,1,129,2,30,307,300,4.79,f,4.25,7,98,100,4.8598124044,1
8191217,6223073,within an hour,t,t,t,Saint-Sauveur,46.81517,-71.23647,Entire apartment,Entire home/apt,3,1 bath,1,99,30,365,8,104,4.76,f,1.49,8,97,100,4.5951198501,1
8212271,8659915,within an hour,f,t,t,Saint-Jean-Baptiste,46.80988,-71.22301,Private room in apartment,Private room,2,1 shared bath,1,80,1,1125,336,149,4.9,f,2.58,8,79,100,4.3820266347,1
8308704,43805761,within a day,f,t,f,Quartier 5-2,46.88393,-71.20901,Entire apartment,Entire home/apt,5,1 bath,2,97,1,1125,5,4,5,f,0.11,6,0,100,4.5747109785,1
8341363,43967589,within an hour,t,t,t,Saint-Jean-Baptiste,46.80988,-71.2213,Entire apartment,Entire home/apt,3,1 bath,1,125,1,15,40,552,4.73,t,7.8,6,100,100,4.8283137373,0.8592770946
8610176,44498473,within a few hours,f,t,t,Saint-Sauveur,46.80959,-71.24182,Private room in apartment,Private room,2,1 shared bath,1,40,5,364,87,65,4.74,f,0.93,6,100,100,3.6888794541,0.9623149916
8626868,8687028,within an hour,f,t,t,Maizerets,46.83872,-71.22119,Room in bed and breakfast,Hotel room,4,1 bath,2,75,1,7,0,9,5,t,1.89,8,100,96,4.3174881135,1
8662732,45514378,within an hour,t,t,f,Sillery,46.78478,-71.24653,Private room in bungalow,Private room,1,1 shared bath,0,45,1,1125,248,303,4.94,t,4.44,6,100,100,3.8066624898,1
8663249,45516436,within an hour,t,t,t,Loretteville,46.86142,-71.36017,Private room in house,Private room,2,1 private bath,1,62,2,7,1,33,4.91,f,0.75,6,100,100,4.127134385,1
8825259,45482776,within an hour,f,t,t,Saint-Jean-Baptiste,46.80818,-71.22465,Entire apartment,Entire home/apt,3,1 bath,2,59,31,1125,59,90,4.68,t,1.31,6,100,100,4.0775374439,1
8968290,46867866,within a day,f,t,t,Saint-Roch,46.81423,-71.22634,Entire condominium,Entire home/apt,3,1 bath,1,86,4,60,1,9,4.75,f,0.21,6,67,71,4.4543472963,1
9477639,49123843,within a few hours,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80338,-71.22158,Entire apartment,Entire home/apt,5,1 bath,4,132,31,1125,0,36,4.89,f,0.54,6,100,100,4.8828019226,1
9664814,49947368,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81197,-71.21122,Entire loft,Entire home/apt,2,1 bath,1,76,30,1125,215,9,4.56,f,0.27,6,98,100,4.3307333403,1
9693817,50063718,within an hour,t,t,t,Notre-Dame-des-Laurentides,46.91233,-71.33694,Private room in house,Private room,2,1 shared bath,0,60,1,1125,309,57,4.65,f,0.94,6,100,100,4.0943445622,1
9726354,49947368,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire apartment,Entire home/apt,3,1 bath,2,133,30,1125,136,1,5,f,1,6,98,100,4.8903491282,1
9863685,50063718,within an hour,t,t,t,Notre-Dame-des-Laurentides,46.91236,-71.33875,Private room in nature lodge,Private room,2,1 shared bath,0,60,1,1125,355,44,4.77,f,0.73,6,100,100,4.0943445622,1
10187037,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20483,Entire apartment,Entire home/apt,6,1.5 baths,3,499,2,1125,156,25,4.4,t,0.41,6,91,93,6.2126060958,0.885576927
10247268,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20489,Entire apartment,Entire home/apt,4,1 bath,1,370,2,1125,103,21,4.76,t,0.38,6,91,93,5.9135030056,0.8300109679
10247936,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20488,Entire apartment,Entire home/apt,2,1 bath,1,325,2,1125,145,9,4.67,t,0.14,6,91,93,5.7838251823,0.7008475963
10248554,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.2049,Entire apartment,Entire home/apt,4,1 bath,1,325,2,1125,345,19,4.68,t,0.54,6,91,93,5.7838251823,1
10249154,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81688,-71.20488,Entire apartment,Entire home/apt,4,1 bath,2,405,2,1125,158,37,4.63,t,0.59,6,91,93,6.0038870671,0.7646910494
10249233,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.20481,Entire apartment,Entire home/apt,4,1 bath,1,325,2,1125,130,16,4.63,t,0.29,6,91,93,5.7838251823,0.9977127045
