id,host_id,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,year,host_acceptance_rate,host_response_rate,price_boxcox,weights
19489911,47801052,within a few hours,t,t,t,Quartier 5-4,46.86861,-71.18118,Entire condominium,Entire home/apt,6,1 bath,3,200,2,1124,185,68,4.61,f,1.41,6,71,100,5.2983173665,1
19508215,39765944,within a few hours,f,t,t,Sillery,46.76632,-71.26324,Entire house,Entire home/apt,3,1 bath,1,162,2,1125,343,7,4.57,f,0.2,6,83,100,5.0875963352,1
19546462,128621152,within an hour,f,t,t,Saint-Sauveur,46.80599,-71.24559,Entire apartment,Entire home/apt,6,1 bath,3,100,1,1125,64,230,4.46,t,4.72,4,100,97,4.605170186,1
19571343,95571771,within an hour,f,t,t,Vieux-Limoilou,46.8229,-71.24195,Entire apartment,Entire home/apt,4,1 bath,2,45,30,1125,227,94,4.9,t,1.95,5,100,100,3.8066624898,1
19615873,99039896,within a few hours,f,t,t,Neufchâtel-Est/Lebourgneuf,46.83677,-71.33433,Entire house,Entire home/apt,6,1.5 baths,3,275,3,1125,6,29,4.96,f,0.61,5,71,89,5.6167710977,0.8158964702
19638221,138191138,within an hour,f,t,t,Val-Bélair,46.85244,-71.4275,Entire cottage,Entire home/apt,6,1.5 baths,3,148,1,1125,3,58,4.86,f,1.21,4,95,100,4.9972122738,1
19642011,35775015,within an hour,t,t,t,Saint-Roch,46.81499,-71.22691,Entire apartment,Entire home/apt,6,1 bath,3,168,2,1125,334,168,4.88,f,3.46,6,100,99,5.1239639794,1
19662518,138436398,within an hour,t,t,t,Saint-Roch,46.8092,-71.2293,Entire apartment,Entire home/apt,4,1 bath,2,149,1,60,86,79,4.92,f,1.62,4,75,100,5.0039463059,1
19691498,13859257,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81161,-71.21034,Entire apartment,Entire home/apt,4,1 bath,2,231,2,1125,318,120,4.88,t,2.55,7,100,100,5.4424177105,1
19700948,41858310,within an hour,t,t,t,Chutes-Montmorency,46.87789,-71.15813,Entire bungalow,Entire home/apt,6,1 bath,2,134,2,1125,313,127,4.86,f,2.65,6,100,100,4.8978398,1
19701735,138812688,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81438,-71.20712,Entire apartment,Entire home/apt,6,1 bath,3,265,28,1125,263,32,4.94,f,0.67,4,33,100,5.579729826,1
19710023,34462857,within an hour,f,t,t,Saint-Jean-Baptiste,46.81234,-71.21615,Room in serviced apartment,Hotel room,4,1 bath,2,429,2,1125,108,5,4.25,t,0.11,6,91,93,6.0614569189,0.6835555589
19789542,95604246,within an hour,f,t,t,Saint-Roch,46.81393,-71.22761,Entire apartment,Entire home/apt,6,1 bath,2,112,2,1125,57,208,4.59,t,4.32,5,100,100,4.7184988713,1
19797796,91171253,within an hour,t,t,t,Saint-Louis,46.75678,-71.30074,Entire guesthouse,Entire home/apt,4,1 bath,3,81,2,30,157,50,4.55,f,1.14,5,75,90,4.3944491547,1
19876946,30873530,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81362,-71.21282,Entire apartment,Entire home/apt,2,1 bath,1,110,1,1125,0,28,4.82,f,0.9,6,100,100,4.7004803658,1
19924890,141152350,within an hour,f,t,t,Vieux-Limoilou,46.82733,-71.22959,Entire apartment,Entire home/apt,4,1 bath,2,154,31,60,0,6,4.83,f,0.13,4,100,100,5.0369526024,1
19945566,72181276,within a few hours,t,t,t,Quartier 5-2,46.88643,-71.19167,Entire apartment,Entire home/apt,4,1 bath,3,70,29,1125,260,66,4.91,f,1.4,5,100,100,4.248495242,1
20089535,117968025,within an hour,t,t,t,Saint-Sauveur,46.81122,-71.23065,Entire apartment,Entire home/apt,4,1 bath,2,126,1,1125,145,343,4.95,t,8.08,4,100,100,4.836281907,1
20090868,111992373,within a day,f,t,t,Saint-Jean-Baptiste,46.81168,-71.21907,Private room in apartment,Private room,2,1 shared bath,1,50,1,1125,0,105,4.88,f,2.2,4,50,100,3.9120230054,1
20233150,127263361,within an hour,f,t,t,Neufchâtel-Est/Lebourgneuf,46.85758,-71.32663,Entire townhouse,Entire home/apt,8,1.5 baths,5,270,2,90,0,27,4.85,t,0.63,4,100,100,5.598421959,1
20278332,144604389,within a day,f,t,t,Saint-Louis,46.7665,-71.28509,Private room in house,Private room,1,1 shared bath,1,45,32,1125,213,67,4.88,t,1.42,4,100,100,3.8066624898,1
20320939,25428389,within an hour,t,t,t,Saint-Sauveur,46.81147,-71.23154,Entire apartment,Entire home/apt,6,1 bath,2,204,2,1125,86,42,5,t,1.07,7,100,100,5.3181199938,1
20418067,3441817,within an hour,t,t,t,Saint-Sauveur,46.81058,-71.23105,Entire apartment,Entire home/apt,4,1 bath,2,155,1,1125,331,206,4.98,f,4.94,9,100,100,5.0434251169,1
20422916,95604246,within an hour,f,t,t,Saint-Roch,46.81319,-71.2286,Entire apartment,Entire home/apt,4,1 bath,2,69,2,1125,44,183,4.52,f,3.87,5,100,100,4.2341065046,1
20458151,35977231,within an hour,f,t,t,Saint-Sauveur,46.81285,-71.23882,Entire apartment,Entire home/apt,4,1 bath,2,49,31,1125,186,150,4.63,t,3.45,6,95,100,3.8918202981,1
20466803,135893431,within a few hours,f,t,t,Sillery,46.7891,-71.2481,Entire apartment,Entire home/apt,2,1 bath,1,60,31,1125,93,3,4.67,t,0.09,4,0,100,4.0943445622,1
20503378,96692488,within a few hours,t,t,t,Neufchâtel-Est/Lebourgneuf,46.83876,-71.32196,Entire apartment,Entire home/apt,6,1 bath,3,90,30,365,309,17,4.88,f,0.36,5,30,85,4.4998096703,1
20551769,146764659,within an hour,f,t,t,Sillery,46.77022,-71.27978,Entire house,Entire home/apt,6,1 bath,3,125,2,1125,167,111,4.42,t,2.36,4,100,100,4.8283137373,1
20601921,147226705,within an hour,t,t,t,Saint-Sauveur,46.81147,-71.23154,Entire apartment,Entire home/apt,4,1 bath,3,229,2,1125,48,141,4.94,t,3.45,4,100,100,5.4337220036,1
20617308,30803358,within a day,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81201,-71.21046,Entire loft,Entire home/apt,4,1 bath,1,66,30,1125,83,214,4.88,t,5.26,6,100,100,4.189654742,1
20622548,62184925,within a day,f,t,f,Val-Bélair,46.86287,-71.42263,Private room in house,Private room,1,1 shared bath,1,40,2,30,309,3,5,f,0.12,5,0,50,3.6888794541,1
20654336,50286591,within an hour,t,t,t,Maizerets,46.84945,-71.23209,Entire house,Entire home/apt,6,1 bath,2,198,31,1125,61,109,4.85,f,2.32,6,87,95,5.2882670307,1
20737625,35301632,within a day,f,t,t,Chutes-Montmorency,46.88778,-71.1567,Entire house,Entire home/apt,8,1 bath,3,300,1,1125,38,153,4.7,t,3.3,6,100,50,5.7037824747,1
20757122,49947368,within an hour,f,t,t,Vieux-Limoilou,46.82542,-71.22282,Entire loft,Entire home/apt,2,1 bath,1,130,30,1125,0,4,4.75,f,0.1,6,98,100,4.8675344505,1
20784122,148963410,within an hour,f,t,t,Chutes-Montmorency,46.8803,-71.15379,Entire house,Entire home/apt,8,1.5 baths,3,115,32,1125,123,234,4.7,t,5.03,4,100,100,4.7449321284,1
20846560,27203911,within an hour,t,t,t,Notre-Dame-des-Laurentides,46.89053,-71.32991,Entire house,Entire home/apt,6,2 baths,3,160,3,1125,101,89,4.76,f,2.06,6,96,100,5.0751738152,1
20911024,144633780,within an hour,f,t,t,Saint-Roch,46.81575,-71.2209,Entire apartment,Entire home/apt,6,1 bath,3,321,2,1125,325,114,4.86,t,2.52,4,100,100,5.7714411231,1
20976836,90146111,within an hour,t,t,t,Vanier,46.82574,-71.26505,Private room in house,Private room,5,1 private bath,3,50,1,40,290,265,4.88,f,5.73,5,97,100,3.9120230054,1
20977968,15620884,within a day,f,t,f,Saint-Sacrement,46.79155,-71.25556,Entire condominium,Entire home/apt,2,1 bath,1,100,4,1125,143,3,5,f,0.07,7,50,100,4.605170186,1
20981784,144604389,within a day,f,t,t,Saint-Louis,46.76655,-71.2847,Entire apartment,Entire home/apt,6,1 bath,3,135,32,1125,0,68,4.82,t,1.48,4,100,100,4.9052747784,1
21039695,151545512,within a day,t,t,t,Saint-Jean-Baptiste,46.80938,-71.2209,Entire townhouse,Entire home/apt,6,2 baths,4,300,32,1125,353,90,4.86,f,1.97,4,70,100,5.7037824747,0.9457979568
21147507,68066405,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80225,-71.2232,Entire apartment,Entire home/apt,5,1.5 baths,3,70,32,1125,268,2,5,f,0.06,5,100,100,4.248495242,1
21148462,68066405,within an hour,t,t,t,Montcalm,46.80189,-71.22489,Entire apartment,Entire home/apt,3,1 bath,1,45,32,1125,268,1,5,f,0.03,5,100,100,3.8066624898,0.9106722753
21188055,1312217,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81833,-71.20288,Boat,Entire home/apt,4,1.5 baths,2,459,1,5,361,12,4.83,f,0.33,10,92,100,6.1290502101,0.767350618
21223838,44697594,within an hour,f,t,t,Vieux-Moulin,46.8485,-71.22665,Private room in townhouse,Private room,2,2.5 shared baths,1,55,1,1125,68,54,4.61,t,1.19,6,99,100,4.0073331852,1
21228600,122580956,within an hour,t,t,t,Sillery,46.78505,-71.25808,Entire house,Entire home/apt,16,2 baths,8,287,1,1125,339,171,4.78,f,3.83,4,96,100,5.6594822158,0.585390821
21238668,44697594,within an hour,f,t,t,Vieux-Moulin,46.84956,-71.227,Private room in townhouse,Private room,2,2.5 shared baths,1,55,1,1125,71,77,4.7,t,1.69,6,99,100,4.0073331852,1
21239249,44697594,within an hour,f,t,t,Vieux-Moulin,46.84832,-71.2262,Private room in townhouse,Private room,2,2.5 shared baths,1,55,1,1125,44,124,4.6,t,2.73,6,99,100,4.0073331852,1
21266904,44697594,within an hour,f,t,t,Vieux-Moulin,46.84932,-71.22664,Private room in townhouse,Private room,2,2.5 shared baths,1,55,1,1125,35,59,4.61,t,1.3,6,99,100,4.0073331852,1
21410127,34462857,within an hour,f,t,t,Saint-Jean-Baptiste,46.81234,-71.21615,Entire apartment,Entire home/apt,6,1 bath,3,425,30,1125,364,11,4.73,t,0.31,6,91,93,6.0520891689,0.7960625257
21444631,40601106,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81147,-71.21066,Entire loft,Entire home/apt,2,1 bath,1,30,32,1125,359,8,4.29,t,0.19,6,94,100,3.4011973817,0.6785522581
21580272,144604389,within a day,f,t,t,Saint-Louis,46.76511,-71.28617,Private room in house,Private room,1,0 shared baths,0,45,32,90,269,58,4.71,t,1.39,4,100,100,3.8066624898,1
21619868,61976828,within a few hours,f,t,t,Neufchâtel-Est/Lebourgneuf,46.86029,-71.34103,Entire house,Entire home/apt,7,2 baths,4,185,2,1125,23,24,4.48,f,0.56,5,100,100,5.2203558251,1
21673991,157768363,within an hour,t,t,t,Saint-Roch,46.81383,-71.22535,Entire loft,Entire home/apt,2,1 bath,1,79,2,1125,7,95,4.85,t,2.28,4,100,100,4.3694478525,1
21677519,49947368,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire apartment,Entire home/apt,3,1 bath,2,139,30,1124,31,10,4.7,f,0.28,6,98,100,4.9344739331,1
21677555,49947368,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire apartment,Entire home/apt,2,1 bath,0,125,30,1125,0,3,4.33,f,0.16,6,98,100,4.8283137373,1
21701957,157993360,within a few hours,f,t,t,Maizerets,46.84005,-71.22039,Entire apartment,Entire home/apt,6,1 bath,4,180,2,1125,218,100,4.61,t,2.6,4,100,100,5.1929568509,1
21752721,49947368,within an hour,f,t,t,Plateau,46.78021,-71.31836,Entire house,Entire home/apt,9,2 baths,4,249,32,1125,172,16,4.63,f,0.75,6,98,100,5.5174528965,1
21851814,96692488,within a few hours,t,t,t,Neufchâtel-Est/Lebourgneuf,46.84091,-71.32175,Entire apartment,Entire home/apt,5,1 bath,4,90,30,1125,34,1,5,f,0.04,5,30,85,4.4998096703,1
21859699,96692488,within a few hours,t,t,t,Montcalm,46.80518,-71.2305,Entire apartment,Entire home/apt,4,2 baths,2,165,365,1125,88,6,4.83,f,0.14,5,30,85,5.1059454739,0.1342811726
21860913,47064372,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81585,-71.20946,Entire apartment,Entire home/apt,4,1 bath,1,92,3,3,2,101,4.85,t,2.36,6,100,100,4.521788577,1
21889758,96692488,within a few hours,t,t,t,Neufchâtel-Est/Lebourgneuf,46.83818,-71.32558,Entire apartment,Entire home/apt,2,1 bath,1,71,30,1125,124,4,5,f,0.15,5,30,85,4.262679877,1
21890292,96692488,within a few hours,t,t,t,Neufchâtel-Est/Lebourgneuf,46.84287,-71.31073,Entire apartment,Entire home/apt,4,1 bath,2,93,30,1125,146,1,5,f,0.06,5,30,85,4.5325994932,1
21896266,116281322,within an hour,t,t,t,L'Aéroport,46.81874,-71.36443,Entire guest suite,Entire home/apt,2,1 bath,2,62,2,1124,69,120,4.84,f,2.8,4,99,100,4.127134385,1
21972008,96692488,within a few hours,t,t,t,Montcalm,46.80064,-71.22205,Entire apartment,Entire home/apt,4,2 baths,2,165,365,1125,173,7,4.57,f,0.2,5,30,85,5.1059454739,0.1361638609
21983074,95604246,within an hour,f,t,t,Saint-Roch,46.81354,-71.2281,Entire apartment,Entire home/apt,2,1 bath,1,81,2,1125,55,161,4.59,t,3.77,5,100,100,4.3944491547,1
21993580,160589618,within a day,f,t,f,L'Aéroport,46.77223,-71.3817,Private room in bungalow,Private room,2,1 shared bath,1,45,1,10,156,38,4.97,f,0.89,4,33,50,3.8066624898,1
22050494,161047971,within a few hours,f,t,f,Cité Universitaire,46.77356,-71.304,Private room in apartment,Private room,1,1 shared bath,1,38,1,1125,362,88,4.49,f,2.06,4,87,100,3.6375861597,1
22192601,162154969,within a few hours,f,t,f,Saint-Louis,46.76055,-71.27868,Entire apartment,Entire home/apt,4,1 bath,1,68,2,30,61,13,4.69,f,0.37,4,0,100,4.2195077052,1
22249803,36456123,within a day,t,t,t,Saint-Roch,46.81503,-71.22442,Entire loft,Entire home/apt,2,1 bath,1,63,2,1125,0,166,4.72,t,4.05,6,100,90,4.1431347264,1
22419678,59212451,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81197,-71.20876,Entire apartment,Entire home/apt,4,1 bath,1,185,1,365,127,114,4.96,t,2.67,5,100,100,5.2203558251,1
22468105,33372250,within an hour,f,t,t,Maizerets,46.84008,-71.21694,Private room in apartment,Private room,2,1 private bath,1,65,1,1125,363,81,4.85,f,1.97,6,100,100,4.1743872699,1
22494956,165000158,within an hour,t,t,t,Cité Universitaire,46.78085,-71.30401,Private room in bungalow,Private room,3,1 private bath,1,100,30,1125,315,3,4.67,t,0.07,4,100,100,4.605170186,1
22495622,165000158,within an hour,t,t,t,Cité Universitaire,46.78063,-71.30353,Entire bungalow,Entire home/apt,4,1.5 baths,2,140,30,1125,314,5,5,t,0.14,4,100,100,4.9416424226,1
22496132,165000158,within an hour,t,t,t,Cité Universitaire,46.78039,-71.30215,Entire bungalow,Entire home/apt,9,1.5 baths,3,210,30,1125,314,38,4.89,t,0.91,4,100,100,5.3471075307,1
22498477,163072058,within a few hours,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8114,-71.20738,Entire place,Entire home/apt,8,1 bath,4,279,1,60,110,90,4.78,f,2.16,4,100,70,5.6312117818,1
22562475,4128598,within an hour,f,t,t,Montcalm,46.80223,-71.23572,Entire house,Entire home/apt,12,2.5 baths,6,175,30,90,237,56,4.55,f,1.42,9,100,100,5.1647859739,0.9741680079
22634513,59212451,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81293,-71.21014,Entire loft,Entire home/apt,3,1 bath,2,175,1,365,142,112,4.98,t,2.73,5,100,100,5.1647859739,1
22646124,59212451,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81378,-71.20668,Entire loft,Entire home/apt,2,1 bath,1,164,1,365,147,121,4.97,t,2.94,5,100,100,5.0998664278,1
22647486,59212451,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81392,-71.20644,Entire apartment,Entire home/apt,4,1 bath,3,185,1,365,131,154,4.97,t,3.75,5,100,100,5.2203558251,1
22724999,144633780,within an hour,f,t,t,Saint-Roch,46.81575,-71.2209,Entire loft,Entire home/apt,6,1 bath,3,275,2,1125,0,83,4.84,t,2.36,4,100,100,5.6167710977,1
22726039,144633780,within an hour,f,t,t,Saint-Roch,46.81575,-71.2209,Entire apartment,Entire home/apt,12,2 baths,6,850,2,1125,317,18,4.94,t,0.46,4,100,100,6.7452363495,1
22729517,167759614,within an hour,t,t,t,Saint-Sauveur,46.812,-71.23251,Entire condominium,Entire home/apt,4,1 bath,2,192,1,1125,145,264,4.95,t,6.96,3,100,100,5.257495372,1
22731663,167794421,within a few hours,t,t,f,Saint-Sauveur,46.80736,-71.24561,Entire place,Entire home/apt,2,1 bath,1,23,32,1125,223,154,4.91,f,3.67,3,69,100,3.1354942159,0.8615116964
22895461,46154351,within an hour,t,t,t,Saint-Roch,46.81263,-71.23103,Entire apartment,Entire home/apt,4,1 bath,2,135,1,1125,214,192,4.97,f,4.66,6,100,100,4.9052747784,1
22942827,59212451,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81395,-71.20635,Entire apartment,Entire home/apt,6,2 baths,2,286,1,365,114,183,4.96,t,4.4,5,100,100,5.6559918108,1
22987326,169594547,within a few hours,f,t,t,Neufchâtel-Est/Lebourgneuf,46.84462,-71.2813,Private room in apartment,Private room,2,1 shared bath,1,50,30,1125,31,11,4.9,t,0.33,3,100,100,3.9120230054,1
23076907,159895018,within an hour,t,t,t,Saint-Sauveur,46.81147,-71.23154,Entire apartment,Entire home/apt,4,1 bath,2,126,1,1125,149,200,4.99,f,5.2,4,100,100,4.836281907,1
23185478,135979815,within a day,f,t,f,Vieux-Moulin,46.8549,-71.20508,Private room in house,Private room,2,1 shared bath,1,35,7,28,0,44,4.7,t,1.42,4,100,50,3.5553480615,0.9333407137
23220078,172718385,within an hour,f,t,f,Maizerets,46.84342,-71.22454,Entire apartment,Entire home/apt,4,1 bath,2,150,3,1125,89,14,4.64,t,0.38,3,67,100,5.0106352941,1
23284408,173189660,within an hour,f,t,t,Saint-Émile,46.87511,-71.32859,Entire house,Entire home/apt,8,2.5 baths,5,195,4,30,98,6,5,f,0.17,3,71,100,5.2729995586,1
23323990,14580311,within an hour,t,t,t,Saint-Sauveur,46.81098,-71.2326,Entire condominium,Entire home/apt,4,1 bath,3,120,1,1125,209,210,4.9,t,5.36,7,100,100,4.7874917428,1
23334347,40424425,within an hour,t,t,t,Saint-Sauveur,46.81038,-71.23227,Entire apartment,Entire home/apt,4,1 bath,1,134,1,1125,233,158,4.92,f,3.96,6,100,100,4.8978398,1
23369220,59212451,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81378,-71.20638,Entire loft,Entire home/apt,2,1 bath,1,165,1,365,131,144,4.97,t,3.6,5,100,100,5.1059454739,1
23411966,59212451,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8123,-71.20836,Entire loft,Entire home/apt,3,1 bath,2,175,1,365,148,135,4.96,t,3.43,5,100,100,5.1647859739,1
23427895,174731976,within an hour,f,t,t,Saint-Sauveur,46.81147,-71.23154,Entire serviced apartment,Entire home/apt,8,1 bath,4,250,2,300,92,117,4.53,t,3.11,3,97,100,5.5214609179,1
23428338,49878285,within an hour,t,t,t,Saint-Roch,46.81467,-71.22818,Entire apartment,Entire home/apt,4,1 bath,1,171,1,1125,3,38,4.76,t,1.18,6,99,100,5.1416635565,1
23436332,36642564,within an hour,t,t,t,Sillery,46.79431,-71.24046,Entire apartment,Entire home/apt,4,1 bath,1,139,1,1125,331,82,4.98,t,2.18,6,100,100,4.9344739331,1
23478513,55588409,within an hour,t,t,t,Saint-Sauveur,46.81147,-71.23154,Entire apartment,Entire home/apt,6,1 bath,3,174,2,90,310,85,4.92,t,2.35,5,100,100,5.1590552992,1
23485502,1766849,within an hour,f,t,t,Saint-Sauveur,46.81147,-71.23154,Entire apartment,Entire home/apt,6,1 bath,3,220,2,31,216,95,4.91,t,2.43,9,100,100,5.3936275464,1
23518715,9590020,within an hour,f,t,t,Saint-Jean-Baptiste,46.80816,-71.222,Entire apartment,Entire home/apt,4,1 bath,2,143,1,1125,325,281,4.73,f,7.36,3,98,100,4.9628446303,1
23540440,165995160,within an hour,t,t,t,Vieux-Limoilou,46.82437,-71.22815,Entire guest suite,Entire home/apt,4,1 bath,2,139,1,31,295,45,5,t,1.59,3,100,100,4.9344739331,1
23561487,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81306,-71.21591,Room in serviced apartment,Hotel room,4,1 bath,2,144,31,1125,364,1,5,f,0.03,6,91,93,4.9698132996,1
23583299,48627513,within an hour,t,t,t,Loretteville,46.85075,-71.36384,Entire house,Entire home/apt,10,2.5 baths,5,269,5,1125,15,25,4.96,f,0.69,6,100,100,5.5947113796,1
23590978,35034527,within an hour,t,t,t,Montcalm,46.80067,-71.23234,Private room in guesthouse,Private room,2,1 private bath,1,118,1,1125,315,55,4.89,f,1.52,6,100,100,4.7706846245,1
23597485,35034527,within an hour,t,t,t,Montcalm,46.80067,-71.23234,Private room in guesthouse,Private room,2,1 private bath,1,123,1,1125,331,49,4.96,f,1.38,6,100,100,4.8121843554,1
23597619,35034527,within an hour,t,t,t,Montcalm,46.80067,-71.23234,Private room in guesthouse,Private room,4,1 private bath,2,174,1,1125,325,37,4.95,f,1.01,6,100,100,5.1590552992,1
23608476,57307427,within an hour,t,t,t,Montcalm,46.80034,-71.23801,Entire apartment,Entire home/apt,2,1 bath,1,165,30,1125,0,43,4.98,f,1.27,5,100,100,5.1059454739,0.7414722735
23609680,176594607,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81102,-71.21116,Room in boutique hotel,Private room,2,1 private bath,1,200,1,7,177,4,5,t,0.11,3,100,100,5.2983173665,1
23645106,8166585,within a day,f,t,t,Maizerets,46.83674,-71.22914,Entire house,Entire home/apt,5,2 baths,3,175,5,21,104,4,5,f,0.11,8,0,100,5.1647859739,1
23664941,176594607,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81164,-71.21225,Room in boutique hotel,Hotel room,2,1 bath,1,250,1,7,180,1,5,t,0.03,3,100,100,5.5214609179,0.8401291266
23746726,178068646,within an hour,t,t,t,Vieux-Limoilou,46.82632,-71.22962,Entire loft,Entire home/apt,2,1 bath,1,96,1,1125,233,154,4.99,f,3.87,3,100,100,4.5643481915,1
23824228,44701521,within a few hours,t,t,t,Saint-Roch,46.81335,-71.22579,Room in hotel,Private room,4,1 shared bath,2,199,1,1125,140,14,4.93,f,0.37,6,62,90,5.2933048247,1
23877040,5758591,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81591,-71.20455,Entire loft,Entire home/apt,4,1 bath,2,295,3,1125,229,63,5,t,1.9,8,100,100,5.6869753563,1
23897864,27326825,within an hour,f,t,t,Saint-Sauveur,46.811485,-71.231361,Entire apartment,Entire home/apt,4,1 bath,2,173,1,1120,163,218,4.87,t,5.45,6,100,100,5.1532915945,1
23899686,144604389,within a day,f,t,t,Saint-Louis,46.7668,-71.28496,Private room in apartment,Private room,3,1 shared bath,2,80,32,1125,15,25,4.64,f,0.63,4,100,100,4.3820266347,1
23900122,144604389,within a day,f,t,t,Saint-Louis,46.76559,-71.28449,Private room in house,Private room,2,1 shared bath,1,45,90,90,3,18,4.89,t,0.45,4,100,100,3.8066624898,1
23924261,178788598,within an hour,t,t,t,Chutes-Montmorency,46.88173,-71.16243,Entire condominium,Entire home/apt,2,1 bath,1,166,3,1125,314,32,4.97,f,0.84,3,100,100,5.1119877884,1
23925479,159596408,a few days or more,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81078,-71.20785,Private room in serviced apartment,Private room,4,1 private bath,2,269,2,1125,169,1,5,f,0.05,4,75,0,5.5947113796,1
23934385,159596408,a few days or more,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81054,-71.20654,Private room in serviced apartment,Private room,2,1 private bath,1,234,2,1125,178,3,4.33,f,0.13,4,75,0,5.4553211154,1
23935059,159596408,a few days or more,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81206,-71.20794,Private room in serviced apartment,Private room,4,1 private bath,2,244,2,1125,157,1,5,f,0.05,4,75,0,5.4971682253,1
23935687,159596408,a few days or more,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81201,-71.20608,Private room in serviced apartment,Private room,4,1 private bath,2,279,2,1125,175,2,5,f,0.2,4,75,0,5.6312117818,1
23936480,179951038,within an hour,f,t,t,Saint-Jean-Baptiste,46.81023,-71.22273,Entire apartment,Entire home/apt,4,1 bath,1,99,1,1125,318,299,4.8,f,7.55,3,100,100,4.5951198501,1
23936876,159596408,a few days or more,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8126,-71.20756,Private room in serviced apartment,Private room,2,1 private bath,1,244,2,1125,178,1,5,f,0.1,4,75,0,5.4971682253,1
23937358,84482665,within an hour,f,t,t,Sillery,46.78111,-71.26191,Private room in apartment,Private room,4,1 private bath,2,110,2,29,353,47,4.87,f,1.29,5,100,100,4.7004803658,1
23961800,146001312,within a day,f,t,t,Neufchâtel-Est/Lebourgneuf,46.83644,-71.32076,Entire house,Entire home/apt,10,1.5 baths,6,356,2,1124,0,26,4.96,f,0.71,4,100,100,5.8749307309,1
23991745,180284453,within an hour,t,t,t,Quartier 4-3,46.8703,-71.23544,Private room in cottage,Private room,2,1 shared bath,1,40,2,1125,128,27,4.96,t,0.7,3,100,100,3.6888794541,0.9118448757
24053763,55588409,within an hour,t,t,t,Saint-Roch,46.81214,-71.23027,Entire condominium,Entire home/apt,6,1 bath,3,213,2,90,325,140,4.94,t,3.61,5,100,100,5.3612921657,1
24153049,182006149,within an hour,t,t,t,Saint-Roch,46.8133,-71.22928,Entire apartment,Entire home/apt,4,1 bath,2,145,2,1125,44,190,4.93,t,5.07,3,97,100,4.9767337424,1
24170708,95604246,within an hour,f,t,t,Saint-Roch,46.81334,-71.22691,Entire apartment,Entire home/apt,6,1 bath,3,115,2,1125,39,162,4.53,t,4.1,5,100,100,4.7449321284,1
24227562,182643060,within an hour,f,t,t,Saint-Jean-Baptiste,46.81127,-71.21716,Entire apartment,Entire home/apt,2,1 bath,1,109,2,1125,156,98,4.67,f,2.54,3,100,100,4.6913478822,1
24229145,35034527,within an hour,t,t,t,Montcalm,46.80067,-71.23234,Private room in guesthouse,Private room,4,2 baths,2,174,1,1125,307,15,5,f,0.71,6,100,100,5.1590552992,1
24229770,182643060,within an hour,f,t,t,Saint-Jean-Baptiste,46.81079,-71.21696,Entire condominium,Entire home/apt,4,1 bath,2,189,2,1125,63,58,4.69,f,1.61,3,100,100,5.2417470151,1
24244658,1541402,within an hour,t,t,t,Saint-Jean-Baptiste,46.80943,-71.21941,Entire apartment,Entire home/apt,4,1 bath,3,101,2,365,7,28,4.86,t,0.79,10,100,100,4.6151205168,1
